State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
KY,125,408,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False
OH,72,510,No,No,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,False
TN,130,408,No,No,0,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,False
SD,97,415,No,No,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,False
NY,54,415,No,No,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,True
GA,160,415,No,Yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,False
TX,79,415,No,No,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,False
WV,92,415,No,Yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,False
MI,59,415,No,No,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,False
ND,132,510,No,No,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,False
NE,21,510,No,No,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False
SD,93,415,No,No,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,False
NJ,147,415,No,Yes,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5,False
AK,101,510,No,No,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,False
CT,125,415,Yes,No,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,True
CO,63,415,No,No,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,False
MD,107,415,No,No,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,False
ND,110,408,No,No,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False
NH,83,415,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False
MN,117,408,No,No,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,False
KY,124,415,No,No,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,False
NH,115,510,No,No,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,False
CO,156,408,Yes,No,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,False
KY,89,408,No,No,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,False
KY,72,415,No,No,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,False
IN,101,415,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False
OR,53,415,No,No,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,False
SD,116,408,No,No,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,False
DE,78,408,No,No,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,False
OR,117,415,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False
NE,56,510,No,No,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,False
OH,123,408,No,Yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,False
OH,127,408,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False
AR,116,415,No,Yes,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,False
KS,138,510,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False
TX,120,415,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False
WI,102,408,No,No,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,False
OR,95,415,No,No,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,False
VA,102,408,No,No,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,False
AR,89,415,No,Yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,False
CT,50,408,No,No,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,False
OH,93,415,No,Yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,False
WY,68,510,No,No,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,False
IL,70,408,No,No,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,False
MO,138,415,No,Yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,False
DC,141,415,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False
MA,112,415,No,Yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,False
NH,117,510,Yes,No,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,True
IA,1,408,No,Yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,False
AL,70,415,No,No,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,False
OR,87,510,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False
WV,52,510,No,Yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,False
WA,97,408,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True
NV,105,408,No,No,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,False
SC,77,510,No,Yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,True
NC,80,415,Yes,No,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,True
NH,120,510,No,Yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,False
WY,54,408,No,Yes,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,False
FL,148,510,Yes,No,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,False
PA,119,408,No,No,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,True
NC,162,408,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True
MO,85,510,No,No,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,True
KS,101,510,No,Yes,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,False
KY,172,415,No,No,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,False
DE,80,415,No,No,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,False
WI,67,510,No,No,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,False
CO,86,408,No,No,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,False
NM,107,415,No,No,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,True
DE,133,510,No,No,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,False
IL,116,510,No,No,0,164.6,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0,False
WA,63,408,No,No,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,False
MA,119,408,Yes,Yes,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,True
OH,133,408,Yes,No,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,True
TN,94,408,Yes,No,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,False
MA,69,510,No,No,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,False
MI,146,408,No,No,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,True
TX,119,510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True
NH,142,408,Yes,Yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,False
MD,123,408,No,No,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,False
MS,101,408,No,No,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,True
AZ,43,415,No,No,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,False
IN,69,408,No,No,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,False
NY,15,510,Yes,No,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,False
WI,107,510,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False
WV,67,510,No,No,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,False
NY,99,415,No,No,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,False
OK,46,415,No,No,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,False
NC,55,408,Yes,No,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,False
KY,39,415,No,No,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,True
TX,92,510,No,No,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,False
CT,56,415,No,No,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,True
NE,76,415,No,No,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,True
HI,132,408,Yes,Yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,False
SC,140,510,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,False
AK,51,510,Yes,Yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,False
SD,27,408,No,No,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,False
ID,224,510,No,No,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,False
OK,105,510,Yes,Yes,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,True
WA,117,408,No,No,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,False
SD,91,415,No,No,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,True
OH,135,415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,False
VA,146,415,No,No,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,False
WI,147,415,Yes,No,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,True
IN,68,510,No,No,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,True
NM,68,408,No,No,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,False
HI,86,408,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,False
KY,131,415,No,No,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,False
OH,86,415,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,False
VT,159,415,No,No,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,True
AZ,134,415,No,Yes,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,False
VT,113,510,No,No,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,False
MO,132,408,No,No,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,False
AL,85,415,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,False
NJ,93,510,Yes,Yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,True
WA,174,408,No,Yes,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,True
NY,61,415,No,No,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,False
DC,91,415,No,Yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,False
NE,88,408,No,Yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,False
MA,88,408,No,Yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,False
VT,195,415,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,False
NM,182,415,No,No,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,False
CO,118,408,No,No,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,False
NH,103,408,No,No,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,True
IL,65,510,No,No,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,False
UT,61,408,No,Yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,False
WV,172,415,No,No,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,False
NJ,72,415,No,No,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,False
NM,113,510,No,No,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,False
ND,177,408,No,No,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False
WA,100,408,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True
NM,67,415,No,No,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,False
DE,136,415,No,No,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,False
GA,71,415,No,No,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,False
HI,134,408,No,No,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,False
CT,124,415,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False
NJ,84,415,No,No,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,False
ME,39,408,No,No,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,False
OK,110,510,No,No,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,False
TN,102,510,No,No,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,False
WY,70,415,No,No,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,False
NY,142,415,No,No,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,False
DE,81,510,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False
RI,17,415,No,No,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,False
PA,119,408,No,No,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,True
HI,105,415,No,No,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True
MD,108,415,Yes,Yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,True
VA,90,415,No,No,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,False
IN,100,415,No,Yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,False
OR,155,408,No,Yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,False
AZ,113,510,No,No,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,True
WI,123,415,No,No,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,False
VA,145,408,No,No,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,False
MO,42,415,No,No,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,False
NV,125,510,No,No,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,False
HI,131,415,No,Yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,False
WA,107,415,No,No,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,False
IL,48,408,No,No,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False
IL,76,510,No,No,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,False
LA,128,415,No,No,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,False
WI,73,415,No,No,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,False
TX,52,415,No,No,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,True
MI,126,415,Yes,Yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False
NC,124,415,No,No,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,False
WA,137,408,No,No,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,False
ND,71,510,No,No,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True
NE,139,415,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False
MS,107,510,No,Yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,False
KY,147,408,No,No,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,False
RI,116,510,No,No,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,False
NY,60,510,No,Yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,False
TX,38,510,No,No,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,False
DE,63,408,No,No,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,False
NM,94,415,No,No,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,False
RI,131,415,No,No,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,False
MS,158,510,No,No,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,False
NY,139,510,No,No,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,True
NE,77,415,No,No,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False
WI,140,415,No,No,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,False
KY,72,408,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False
SD,52,510,No,Yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,False
VA,103,510,No,No,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,False
KS,74,415,No,Yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False
ND,124,415,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False
CO,85,510,No,Yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,False
KY,113,408,No,Yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True
WA,71,408,No,No,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,False
NV,177,415,No,Yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,False
SC,49,415,Yes,No,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,True
RI,106,510,Yes,No,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,True
ID,60,510,No,No,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False
KY,43,408,No,No,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,False
ME,66,510,No,No,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False
SD,125,415,No,No,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,False
SC,114,510,No,Yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,False
TN,112,415,No,No,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,True
MT,101,408,No,Yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,False
WI,70,415,No,No,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,False
AK,59,408,No,No,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False
AZ,59,408,No,No,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,False
MT,124,415,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False
DE,99,415,No,No,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,False
VA,150,510,No,No,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,False
MA,81,510,No,No,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False
IN,86,510,No,No,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,False
MD,84,510,No,No,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,False
NV,118,510,No,Yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,False
CO,89,415,No,No,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False
KS,93,415,No,No,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False
AR,85,415,No,No,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False
WY,160,408,No,No,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,False
PA,28,415,No,No,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False
TX,73,408,No,No,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True
NY,156,408,No,No,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False
OR,33,415,Yes,No,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False
CA,77,510,No,No,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False
NY,119,415,No,No,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False
AR,91,510,No,Yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False
MI,102,510,No,No,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False
OK,86,415,No,Yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False
TX,82,415,No,No,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False
NC,89,408,No,No,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False
ID,86,415,No,No,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False
IL,134,408,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False
OR,92,415,No,No,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False
SD,87,510,No,No,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False
NE,64,408,No,No,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False
RI,80,510,No,No,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False
MD,165,415,No,Yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False
ID,153,415,No,Yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False
ME,41,415,No,Yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False
SD,108,415,No,No,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False
NY,104,415,No,Yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False
DE,115,408,No,No,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False
OK,87,415,No,No,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False
SC,159,415,No,Yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False
IN,119,510,No,No,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False
NV,69,415,No,No,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False
IL,87,408,Yes,Yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False
SD,93,510,No,No,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True
OK,154,415,Yes,No,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True
