Дата рождения;Пол;Дата приема;Дата увольнения;Должность;Подразделение;Дата активации;Дата начала обучения;Дата последнего посещения;Баллы;1;Название курса
12.02.1989 0:00;w;12.01.2016 0:00;;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
30.11.1991 0:00;w;29.10.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
04.03.1988 0:00;w;03.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
26.01.1993 0:00;w;11.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
08.04.1995 0:00;w;08.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
23.07.1989 0:00;w;01.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
04.07.1993 0:00;w;08.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
07.07.1985 0:00;w;07.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
02.06.1989 0:00;w;06.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
17.11.1995 0:00;w;14.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;20.12.2016 7:29;0,00;В процессе;Страхование
08.11.1995 0:00;m;16.10.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Группа оперативной работы с водителями;19.12.2016 20:53;19.12.2016 20:51;27.12.2016 10:44;0,00;В процессе;Страхование
25.03.1991 0:00;m;14.11.2014 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Группа оперативной работы с водителями;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
07.07.1989 0:00;m;22.01.2013 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Группа оперативной работы с водителями;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
18.02.1975 0:00;m;13.06.2013 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Группа оперативной работы с водителями;19.12.2016 20:53;19.12.2016 20:51;20.12.2016 2:53;0,00;Завершен;Страхование
07.08.1992 0:00;w;27.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
02.06.1991 0:00;m;28.10.2016 0:00;;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
12.11.1990 0:00;m;13.05.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Группа оперативной работы с водителями;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
22.03.1992 0:00;w;10.11.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
28.04.1987 0:00;w;20.11.2015 0:00;;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
02.06.1989 0:00;w;09.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;20.12.2016 17:24;0,00;Завершен;Страхование
04.12.1989 0:00;w;16.10.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;22.12.2016 21:54;0,00;В процессе;Страхование
21.12.1990 0:00;w;11.12.2015 0:00;;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
18.04.1992 0:00;w;01.12.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;23.12.2016 11:57;0,00;В процессе;Страхование
22.06.1988 0:00;w;06.10.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;20.12.2016 13:17;0,00;В процессе;Страхование
14.06.1993 0:00;w;01.12.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
28.09.1993 0:00;m;28.10.2015 0:00;;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
31.07.1992 0:00;w;24.11.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
09.10.1990 0:00;w;19.11.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;21.12.2016 14:32;0,00;В процессе;Страхование
20.08.1991 0:00;w;06.10.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
07.10.1994 0:00;w;12.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
07.02.1991 0:00;w;22.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;20.12.2016 13:29;0,00;Завершен;Страхование
24.02.1984 0:00;m;25.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
01.04.1992 0:00;w;19.02.2016 0:00;;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
22.09.1992 0:00;w;09.12.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
23.04.1992 0:00;w;15.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
07.03.1991 0:00;w;12.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
05.02.1993 0:00;w;20.02.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;21.12.2016 11:29;0,00;В процессе;Страхование
17.11.1993 0:00;w;19.02.2016 0:00;;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
07.06.1988 0:00;w;13.07.2015 0:00;01.01.2001 0:00;Старший оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:53;19.12.2016 20:51;20.12.2016 14:31;0,00;Завершен;Страхование
18.08.1987 0:00;w;19.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
13.02.1982 0:00;w;05.02.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:53;19.12.2016 20:51;;0,00;Назначен;Страхование
