DEPARTURE CITY,DEPARTURE STATE,DEPARTURE CARRIER,ARRIVAL CITY,ARRIVAL STATE,ARRIVAL CARRIER,RAIL SPEED SPEED,RAIL CAR TYPE TYPE,RAIL OWNERSHIP OWNERSHIP,RAIL CARLOAD LOAD,DEPEARTURE DATE,ARRIVAL DATE,CAR VALUE,DAMAGED,WEIGHT,FUEL USED,PROPER DESTINATION,MILES,# OF STOPS
Milwaukee,WI,CP,Kansas City,MO,KCS,Intermodal,Gondola,Foreign,Intermodal,3/7/2013 0:00,3/24/2013 0:00,89564,4565.151042,131,45.40375791,Yes,1986,4
Bellevue,OH,NS,Baltimore,MD,CSX,Grain Unit,Gondola,System,Coal,6/10/2013 0:00,6/26/2013 0:00,119247,7004.80798,127,42.17506733,Yes,659,3
Nashville,TN,CSX,Tulsa,OK,BNSF,Intermodal,Gondola,Foreign,Metallic Ores and Metals,4/8/2013 0:00,4/25/2013 0:00,158698,18976.74917,89,28.04920201,Yes,1948,2
Galesburg,IL,BNSF,Lincoln,NE,BNSF,Multilevel,Gondola,Foreign,Metallic Ores and Metals,5/18/2013 0:00,6/6/2013 0:00,125700,1362.861986,162,55.54583213,Yes,2099,0
New Orleans,LA,NS,Cincinnati,OH,CSX,Manifest,Gondola,System,Intermodal,6/25/2013 0:00,7/13/2013 0:00,237036,14199.55134,161,43.02604992,Yes,1892,2
North Platte West,NE,UP,North Platte East,NE,UP,Manifest,Gondola,System,Nonmetallic Minerals and Products,3/31/2013 0:00,4/10/2013 0:00,142176,6708.871141,137,43.52170719,Yes,2034,4
Birmingham,AL,NS,Montgomery,AL,CSX,Coal Unit,Gondola,System,Intermodal,6/10/2013 0:00,6/23/2013 0:00,109369,3623.039837,113,38.2867038,Yes,1648,4
Monterrey,NL,KCS,Montgomery,AL,CSX,Multilevel,Gondola,Private,Forest Products,4/2/2013 0:00,4/20/2013 0:00,187422,9629.749676,153,49.01475353,Yes,1688,3
North Little Rock,AR,UP,Roanoke,VA,NS,Intermodal,Gondola,Foreign,Coal,12/2/2013 0:00,12/19/2013 0:00,83245,3825.757894,154,40.47274587,Yes,1203,0
Conway,PA,NS,Birmingham,AL,NS,Coal Unit,Gondola,System,Intermodal,4/21/2013 0:00,5/11/2013 0:00,192052,3564.62023,75,25.74572145,Yes,282,1
Milwaukee,WI,CP,Elkhart,IN,NS,Intermodal,Gondola,System,Intermodal,9/10/2013 0:00,9/27/2013 0:00,218416,12893.77207,127,38.9838081,Yes,731,5
Russell,KY,CSX,Allentown,PA,NS,Multilevel,Gondola,System,Intermodal,7/13/2013 0:00,7/31/2013 0:00,192844,4214.847304,186,49.51907461,Yes,222,4
Markham Yard,IL,CN,Corbin,KY,CSX,Multilevel,Gondola,Foreign,Intermodal,4/30/2013 0:00,5/15/2013 0:00,226923,13207.68646,153,49.74249692,Yes,291,4
St. Paul,MN,CP,Russell,KY,CSX,Grain Unit,Gondola,System,Intermodal,1/25/2013 0:00,2/8/2013 0:00,182445,9602.200041,95,24.60900486,Yes,1868,2
Galesburg,IL,BNSF,Livonia,LA,UP,Intermodal,Gondola,Foreign,Intermodal,9/3/2013 0:00,9/18/2013 0:00,160561,5002.254838,198,59.88804408,Yes,602,5
Lincoln,NE,BNSF,Allentown,PA,NS,Manifest,Gondola,System,Intermodal,12/25/2013 0:00,1/8/2014 0:00,198383,5431.410744,97,26.74486631,Yes,787,1
North Platte East,NE,UP,Montgomery,AL,CSX,Manifest,Gondola,System,Nonmetallic Minerals and Products,10/23/2013 0:00,11/6/2013 0:00,236505,609.7924356,177,57.34651714,Yes,1645,3
Hamlet,NC,CSX,Sheffield,AL,NS,Manifest,Gondola,Private,"Farm and Food Products, Excluding Grain",8/13/2013 0:00,8/23/2013 0:00,76761,4106.176674,76,20.74851618,Yes,1702,1
New Orleans,LA,NS,Allentown,PA,NS,Grain Unit,Gondola,Foreign,Intermodal,5/11/2013 0:00,5/28/2013 0:00,144421,6520.615859,158,49.48015443,Yes,2110,1
Cincinnati,OH,CSX,Lincoln,NE,BNSF,Intermodal,Gondola,Private,Intermodal,2/27/2013 0:00,3/13/2013 0:00,198988,2777.140886,177,52.40055237,Yes,202,2
Baltimore,MD,CSX,Indianapolis,IN,CSX,Multilevel,Gondola,System,Intermodal,12/22/2013 0:00,1/1/2014 0:00,224942,1542.110531,100,32.05195657,Yes,1512,3
Harrison Yard (Memphis),TN,CN,Hamlet,NC,CSX,Coal Unit,Gondola,Foreign,Coal,10/9/2013 0:00,10/27/2013 0:00,228325,196330.735,81,26.02319697,Yes,554,2
Pasco,WA,BNSF,Fort Worth,TX,BNSF,Coal Unit,Gondola,Foreign,Intermodal,10/12/2013 0:00,10/29/2013 0:00,143333,6300.075412,124,36.99291917,Yes,960,4
Louisville,KY,CSX,Chicago(Proviso),IL,UP,Intermodal,Gondola,System,"Farm and Food Products, Excluding Grain",8/1/2013 0:00,8/14/2013 0:00,128334,7093.263866,125,35.14290116,Yes,1408,1
Buffalo,NY,CSX,Fort Worth,TX,BNSF,Multilevel,Gondola,System,Intermodal,9/15/2013 0:00,9/26/2013 0:00,190403,6042.788281,183,47.11912596,Yes,259,2
Houston(Settegast),TX,UP,Nashville,TN,CSX,Manifest,Gondola,Foreign,Intermodal,5/16/2013 0:00,5/30/2013 0:00,146153,413.1479757,178,54.88890279,Yes,426,3
Kansas City,KS,BNSF,Buffalo,NY,CSX,Coal Unit,Gondola,Private,Intermodal,3/14/2013 0:00,3/27/2013 0:00,143228,597.7099982,171,43.7596404,Yes,1377,4
Sheffield,AL,NS,Bellevue,OH,NS,Manifest,Gondola,System,Intermodal,8/16/2013 0:00,8/26/2013 0:00,177833,5242.392774,82,25.47925508,Yes,835,5
Roseville,CA,UP,Chicago,IL,CSX,Coal Unit,Gondola,System,Nonmetallic Minerals and Products,10/23/2013 0:00,11/6/2013 0:00,205878,10230.25744,166,48.84809197,Yes,1984,2
Allentown,PA,NS,Toledo,OH,CSX,Grain Unit,Gondola,Private,Intermodal,2/19/2013 0:00,3/1/2013 0:00,109297,3745.944283,154,44.3084406,Yes,955,3
Kansas City,KS,BNSF,Tulsa,OK,BNSF,Coal Unit,Gondola,System,Nonmetallic Minerals and Products,4/7/2013 0:00,4/16/2013 0:00,149352,8889.297806,161,55.98742698,Yes,1019,2
Birmingham,AL,NS,Fort Worth,TX,BNSF,Coal Unit,Gondola,Foreign,Forest Products,3/4/2013 0:00,3/17/2013 0:00,87174,2180.756132,133,33.30497957,Yes,1165,0
Memphis,TN,BNSF,Louisville,KY,CSX,Manifest,Gondola,Foreign,Coal,8/24/2013 0:00,9/8/2013 0:00,186653,171620.0823,157,48.20389459,Yes,265,4
Galesburg,IL,BNSF,Lincoln,NE,BNSF,Grain Unit,Gondola,Private,Chemicals,7/4/2013 0:00,7/20/2013 0:00,104754,5065.627149,94,26.9472388,Yes,1299,2
Fort Worth,TX,BNSF,St. Paul,MN,CP,Grain Unit,Gondola,System,Intermodal,5/5/2013 0:00,5/22/2013 0:00,110953,2734.29201,84,28.11275886,Yes,1864,2
North Little Rock,AR,UP,Markham Yard,IL,CN,Manifest,Gondola,Private,Intermodal,6/1/2013 0:00,6/16/2013 0:00,91917,3032.88625,135,46.4215842,Yes,894,1
Houston(Englewood),TX,UP,Bellevue,OH,NS,Multilevel,Gondola,System,Grain,9/10/2013 0:00,9/20/2013 0:00,119907,593.8958367,152,48.00447197,Yes,344,3
North Platte West,NE,UP,Pine Bluff,AR,UP,Intermodal,Gondola,Foreign,Coal,9/17/2013 0:00,10/3/2013 0:00,183290,4632.991799,156,52.11002378,Yes,1884,2
Linwood,NC,NS,Galesburg,IL,BNSF,Coal Unit,Gondola,System,"Farm and Food Products, Excluding Grain",5/22/2013 0:00,6/12/2013 0:00,185873,4411.616858,192,49.38567533,Yes,1634,2
Pine Bluff,AR,UP,Toledo,OH,CSX,Multilevel,Gondola,Foreign,Coal,11/24/2013 0:00,12/8/2013 0:00,204693,2473.158225,144,37.82055849,Yes,731,3
Lincoln,NE,BNSF,Fort Worth,TX,UP,Grain Unit,Gondola,System,Intermodal,6/30/2013 0:00,7/12/2013 0:00,163212,176.7937096,102,34.2361171,Yes,1377,4
Markham Yard,IL,CN,Montreal,PQ,CP,Grain Unit,Gondola,Private,Chemicals,9/20/2013 0:00,10/6/2013 0:00,121012,5142.726381,189,51.99503132,Yes,1172,4
Jackson Yard,MS,CN,Houston,TX,BNSF,Multilevel,Gondola,System,Intermodal,11/9/2013 0:00,11/16/2013 0:00,209627,7833.233344,192,50.73213498,Yes,845,3
Toledo,OH,CSX,Kansas City,KS,BNSF,Manifest,Gondola,Private,Intermodal,11/12/2013 0:00,11/21/2013 0:00,154392,2397.297728,137,35.59382072,Yes,1740,2
Chicago,IL,CP,Chicago,IL,CP,Coal Unit,Gondola,System,Intermodal,4/20/2013 0:00,5/6/2013 0:00,83857,1258.650503,146,47.29886855,Yes,387,3
Louisville,KY,CSX,Conway,PA,NS,Grain Unit,Gondola,Foreign,Intermodal,6/2/2013 0:00,6/10/2013 0:00,224589,12591.81693,81,23.2970279,Yes,964,1
Sheffield,AL,NS,Columbus,OH,NS,Intermodal,Gondola,Private,Intermodal,1/7/2013 0:00,1/14/2013 0:00,96802,3804.899887,81,27.24676389,Yes,525,3
Milwaukee,WI,CP,Indianapolis,IN,CSX,Manifest,Gondola,System,Intermodal,1/13/2013 0:00,2/2/2013 0:00,152209,4422.326044,144,41.29215825,Yes,269,5
Sheffield,AL,NS,Barstow,CA,BNSF,Grain Unit,Gondola,System,Intermodal,10/7/2013 0:00,10/20/2013 0:00,80771,0.8317938,150,47.17908774,Yes,1081,2
Kansas City,MO,UP,Memphis,TN,BNSF,Multilevel,Gondola,Foreign,Intermodal,12/19/2013 0:00,1/1/2014 0:00,190262,8449.927645,166,52.8432896,Yes,553,2
Linwood,NC,NS,North Little Rock,AR,UP,Multilevel,Gondola,Private,Intermodal,5/29/2013 0:00,6/9/2013 0:00,112937,3533.23323,178,47.8964383,Yes,1727,4
New Orleans,LA,NS,Roanoke,VA,NS,Multilevel,Gondola,Private,Nonmetallic Minerals and Products,1/7/2013 0:00,1/16/2013 0:00,180270,1970.038939,85,27.39612427,Yes,726,3
Kansas City,MO,KCS,Fort Worth,TX,BNSF,Multilevel,Gondola,Foreign,Coal,5/27/2013 0:00,6/10/2013 0:00,203991,10094.24302,84,28.92574059,Yes,1225,4
St. Paul,MN,CP,North Little Rock,AR,UP,Manifest,Gondola,System,Intermodal,1/30/2013 0:00,2/7/2013 0:00,98437,1708.978489,168,47.01866296,Yes,2110,4
Houston(Englewood),TX,UP,Bellevue,OH,NS,Grain Unit,Gondola,Private,Coal,2/20/2013 0:00,3/8/2013 0:00,83197,251.8287092,179,49.50041943,Yes,902,5
Knoxville,TN,NS,Corbin,KY,CSX,Multilevel,Gondola,Private,Petroleum and Petroleum Products,10/14/2013 0:00,10/26/2013 0:00,121073,21576.15058,142,37.32831754,Yes,1860,2
Willard,OH,CSX,Northtown,MN,BNSF,Coal Unit,Gondola,Foreign,Intermodal,2/10/2013 0:00,2/25/2013 0:00,88273,4312.558985,118,41.05312542,Yes,1878,2
West Colton,CA,UP,Chicago,IL,CSX,Manifest,Gondola,Foreign,Intermodal,10/16/2013 0:00,10/31/2013 0:00,134077,3480.725436,178,59.07470338,Yes,374,2
West Colton,CA,UP,Nashville,TN,CSX,Intermodal,Gondola,System,Intermodal,7/28/2013 0:00,8/18/2013 0:00,80326,3470.254652,163,40.97374407,Yes,2018,1
Tulsa,OK,BNSF,Macon,GA,NS,Coal Unit,Gondola,Foreign,Intermodal,10/16/2013 0:00,11/1/2013 0:00,171463,8063.920371,156,51.48753835,Yes,1407,1
North Platte West,NE,UP,Nashville,TN,CSX,Coal Unit,Gondola,System,Coal,4/9/2013 0:00,4/29/2013 0:00,113948,4780.736205,197,60.48307675,Yes,303,0
Chicago(Proviso),IL,UP,Decatur,IL,NS,Intermodal,Gondola,Private,Intermodal,12/1/2013 0:00,12/13/2013 0:00,166939,397.1190628,112,32.25899055,Yes,1977,1
North Little Rock,AR,UP,Lincoln,NE,BNSF,Multilevel,Gondola,System,Coal,9/26/2013 0:00,10/14/2013 0:00,248319,12426.88799,104,33.77632114,Yes,709,1
Montreal,PQ,CP,Roanoke,VA,NS,Grain Unit,Gondola,System,Intermodal,11/18/2013 0:00,12/5/2013 0:00,82081,3266.059004,184,47.07464612,Yes,2012,4
Kansas City,MO,UP,Memphis,TN,BNSF,Manifest,Gondola,Private,Intermodal,3/20/2013 0:00,3/31/2013 0:00,117869,4858.35331,132,34.35682858,Yes,2057,2
North Platte East,NE,UP,West Colton,CA,UP,Multilevel,Gondola,System,Nonmetallic Minerals and Products,1/23/2013 0:00,2/13/2013 0:00,104990,5530.006522,132,39.5773176,Yes,1265,4
Hamlet,NC,CSX,Northtown,MN,BNSF,Coal Unit,Gondola,Private,Coal,7/21/2013 0:00,8/9/2013 0:00,219849,8235.400106,85,27.52739891,Yes,737,0
West Colton,CA,UP,Russell,KY,CSX,Coal Unit,Gondola,Private,Intermodal,4/14/2013 0:00,4/24/2013 0:00,212404,4838.760528,199,52.36693353,Yes,1697,3
Buffalo,NY,CSX,Birmingham,AL,NS,Grain Unit,Gondola,Foreign,Intermodal,7/15/2013 0:00,7/23/2013 0:00,110430,1108.387778,183,52.57314798,Yes,1989,2
Laredo,TX,KCS,Roanoke,VA,NS,Coal Unit,Gondola,System,Grain,11/21/2013 0:00,11/30/2013 0:00,80006,1737.258368,192,59.11689355,Yes,1802,4
Tulsa,OK,BNSF,Indianapolis,IN,CSX,Multilevel,Gondola,Private,Intermodal,7/6/2013 0:00,7/26/2013 0:00,146620,6896.126104,96,24.50338668,Yes,215,4
Monterrey,NL,KCS,Kansas City,KS,BNSF,Manifest,Gondola,Foreign,Nonmetallic Minerals and Products,3/19/2013 0:00,3/28/2013 0:00,239910,9328.754683,138,41.80850507,Yes,812,5
Houston,TX,BNSF,West Colton,CA,UP,Multilevel,Gondola,System,Metallic Ores and Metals,8/21/2013 0:00,8/30/2013 0:00,239934,8115.213682,153,39.56885927,Yes,1551,3
Pasco,WA,BNSF,Roanoke,VA,NS,Grain Unit,Gondola,Foreign,Intermodal,8/6/2013 0:00,8/23/2013 0:00,147122,6883.224224,147,40.20856369,Yes,2189,2
Chattanooga,TN,NS,Nashville,TN,CSX,Grain Unit,Gondola,System,Coal,5/14/2013 0:00,5/28/2013 0:00,163400,148466.9922,132,44.7546472,Yes,1704,5
Fond du Lac Yard,WI,CN,Fond du Lac Yard,WI,CN,Multilevel,Gondola,Foreign,Intermodal,10/17/2013 0:00,11/1/2013 0:00,118132,1140.383232,145,43.42341374,Yes,836,2
North Platte East,NE,UP,Kansas City,MO,KCS,Manifest,Gondola,Private,Intermodal,4/26/2013 0:00,5/13/2013 0:00,191110,695.5002126,193,58.79212116,Yes,1785,2
Russell,KY,CSX,Allentown,PA,NS,Intermodal,Gondola,Foreign,Intermodal,7/19/2013 0:00,8/4/2013 0:00,218814,10883.70363,146,36.60369278,Yes,455,3
Sheffield,AL,NS,Conway,PA,NS,Intermodal,Gondola,Private,Intermodal,7/27/2013 0:00,8/4/2013 0:00,143221,856.6678329,129,33.97677267,Yes,2100,2
Selkirk,NY,CSX,Willard,OH,CSX,Multilevel,Gondola,Foreign,Nonmetallic Minerals and Products,5/6/2013 0:00,5/19/2013 0:00,139170,2591.881403,109,32.36131596,Yes,1576,4
Northtown,MN,BNSF,Baltimore,MD,CSX,Manifest,Gondola,Foreign,Chemicals,10/10/2013 0:00,10/27/2013 0:00,149648,5375.76417,156,50.15795114,Yes,820,2
Galesburg,IL,BNSF,Bellevue,OH,NS,Intermodal,Gondola,System,Coal,12/25/2013 0:00,1/2/2014 0:00,203106,11825.08034,96,33.45748465,Yes,1169,0
Montreal,PQ,CP,Corbin,KY,CSX,Manifest,Gondola,Foreign,"Farm and Food Products, Excluding Grain",9/8/2013 0:00,9/22/2013 0:00,138235,5358.122476,115,29.65954747,Yes,1775,0
Knoxville,TN,NS,Barstow,CA,BNSF,Grain Unit,Gondola,Private,Intermodal,1/5/2013 0:00,1/23/2013 0:00,168178,18450.02142,149,44.40159352,Yes,861,2
Buffalo,NY,CSX,Laredo,TX,KCS,Manifest,Gondola,Private,Coal,12/16/2013 0:00,12/31/2013 0:00,204785,9612.669264,185,53.26015474,Yes,1020,5
Selkirk,NY,CSX,Selkirk,NY,CSX,Coal Unit,Gondola,Private,Intermodal,6/26/2013 0:00,7/12/2013 0:00,228537,6879.558994,132,33.45284734,Yes,1508,2
Knoxville,TN,NS,North Little Rock,AR,UP,Intermodal,Gondola,Foreign,Intermodal,11/20/2013 0:00,12/4/2013 0:00,190011,142286.5733,177,57.46590767,Yes,1113,5
Linwood,NC,NS,Houston(Englewood),TX,UP,Grain Unit,Gondola,Private,Motor Vehicles and Parts,8/4/2013 0:00,8/24/2013 0:00,138657,2994.33479,153,46.77631747,Yes,203,2
Monterrey,NL,KCS,Macon,GA,NS,Coal Unit,Gondola,Foreign,Coal,1/16/2013 0:00,1/29/2013 0:00,188319,10441.82752,195,49.27029462,Yes,1800,3
Toledo,OH,CSX,Northtown,MN,BNSF,Manifest,Gondola,Private,Grain,1/4/2013 0:00,1/11/2013 0:00,195848,8736.192805,183,50.93948932,Yes,1096,1
Chicago(Proviso),IL,UP,Livonia,LA,UP,Multilevel,Gondola,Foreign,Intermodal,2/26/2013 0:00,3/9/2013 0:00,81276,8.46223923,90,22.7068722,Yes,2160,3
Chicago,IL,CP,Sheffield,AL,NS,Multilevel,Gondola,Foreign,Intermodal,9/29/2013 0:00,10/7/2013 0:00,209652,10396.15095,101,31.12093245,Yes,251,1
Roseville,CA,UP,Markham Yard,IL,CN,Grain Unit,Gondola,Foreign,Chemicals,1/4/2013 0:00,1/13/2013 0:00,225847,9823.409714,188,61.59362174,Yes,2161,1
North Platte East,NE,UP,Corbin,KY,CSX,Intermodal,Gondola,Private,Intermodal,11/15/2013 0:00,12/3/2013 0:00,95533,802.5920315,173,56.73398542,Yes,1741,2
Baltimore,MD,CSX,Pasco,WA,BNSF,Coal Unit,Gondola,Private,Intermodal,2/19/2013 0:00,3/7/2013 0:00,79163,2747.110153,181,59.30214985,Yes,883,2
Louisville,KY,CSX,Baltimore,MD,CSX,Grain Unit,Gondola,Foreign,"Farm and Food Products, Excluding Grain",9/5/2013 0:00,9/21/2013 0:00,100342,925.9160573,141,47.12093733,Yes,1374,4
Milwaukee,WI,CP,Corbin,KY,CSX,Coal Unit,Gondola,Foreign,Intermodal,12/12/2013 0:00,12/23/2013 0:00,143983,8114.812142,119,34.35644083,Yes,460,3
Montreal,PQ,CP,Nashville,TN,CSX,Multilevel,Gondola,Private,Intermodal,1/21/2013 0:00,2/6/2013 0:00,97354,1500.842134,100,28.71171844,Yes,1408,1
Decatur,IL,NS,North Platte East,NE,UP,Grain Unit,Gondola,System,Intermodal,9/13/2013 0:00,9/29/2013 0:00,191663,6221.741058,133,35.48882229,Yes,283,3
Harrison Yard (Memphis),TN,CN,Macon,GA,NS,Multilevel,Gondola,Foreign,Coal,12/13/2013 0:00,12/23/2013 0:00,154884,76565.65069,168,48.02352139,Yes,250,1
Fort Worth,TX,UP,Fort Worth,TX,UP,Grain Unit,Gondola,System,Coal,11/26/2013 0:00,12/10/2013 0:00,245653,10990.52665,173,55.3988179,Yes,765,1
Pasco,WA,BNSF,North Little Rock,AR,UP,Multilevel,Gondola,Foreign,Chemicals,4/5/2013 0:00,4/21/2013 0:00,82400,3364.845592,141,36.25420044,Yes,1884,3
Conway,PA,NS,Allentown,PA,NS,Grain Unit,Gondola,System,Intermodal,4/19/2013 0:00,5/5/2013 0:00,79138,1045.744413,110,27.86282283,Yes,1102,1
North Platte West,NE,UP,Jackson,MS,KCS,Grain Unit,Gondola,Private,Forest Products,2/14/2013 0:00,3/4/2013 0:00,132152,5154.942869,140,46.95462744,Yes,286,5
Jackson Yard,MS,CN,Chicago,IL,CP,Grain Unit,Gondola,Foreign,Coal,12/1/2013 0:00,12/14/2013 0:00,131760,2605.185225,144,37.76832195,Yes,1382,0
Milwaukee,WI,CP,Houston(Settegast),TX,UP,Intermodal,Gondola,System,Intermodal,1/28/2013 0:00,2/10/2013 0:00,113749,145.0653236,153,44.65776936,Yes,1266,1
North Platte East,NE,UP,Knoxville,TN,NS,Grain Unit,Gondola,Foreign,Chemicals,9/13/2013 0:00,9/24/2013 0:00,127233,3803.033446,189,57.14850191,Yes,443,4
Fort Worth,TX,BNSF,Waycross,GA,CSX,Manifest,Gondola,Private,Intermodal,3/14/2013 0:00,3/30/2013 0:00,159307,5335.380631,183,47.08340968,Yes,978,2
Willard,OH,CSX,Pasco,WA,BNSF,Grain Unit,Gondola,Private,Coal,11/16/2013 0:00,12/4/2013 0:00,191203,7601.40232,163,56.88800505,Yes,624,2
Jackson,MS,KCS,Chicago,IL,CP,Grain Unit,Gondola,Private,Intermodal,5/1/2013 0:00,5/22/2013 0:00,220174,2582.041481,162,53.04068703,Yes,465,3
Markham Yard,IL,CN,Cincinnati,OH,CSX,Grain Unit,Gondola,System,Intermodal,2/1/2013 0:00,2/10/2013 0:00,222776,2510.252773,147,40.08434059,Yes,274,2
Sheffield,AL,NS,Kansas City,MO,KCS,Grain Unit,Gondola,Private,Motor Vehicles and Parts,11/24/2013 0:00,12/14/2013 0:00,109704,2195.658812,175,48.19749383,Yes,633,0
Fort Worth,TX,BNSF,Hinkle,OR,UP,Multilevel,Gondola,System,Intermodal,8/26/2013 0:00,9/6/2013 0:00,242179,2149.191045,85,24.39656096,Yes,1050,2
Jackson,MS,KCS,Jackson,MS,KCS,Grain Unit,Gondola,Foreign,Intermodal,2/19/2013 0:00,3/1/2013 0:00,155928,206.5847376,191,63.91393633,Yes,1405,1
Denver,CO,BNSF,New Orleans,LA,NS,Manifest,Gondola,Private,Intermodal,6/21/2013 0:00,7/8/2013 0:00,143291,5217.461752,197,58.62444985,Yes,223,1
Selkirk,NY,CSX,Louisville,KY,CSX,Multilevel,Gondola,Private,Motor Vehicles and Parts,12/30/2013 0:00,1/10/2014 0:00,95456,5456.316693,107,29.09640289,Yes,1501,2
Sheffield,AL,NS,Galesburg,IL,BNSF,Manifest,Gondola,System,Intermodal,7/27/2013 0:00,8/10/2013 0:00,104712,5923.112589,126,34.07967091,Yes,1897,2
Montgomery,AL,CSX,Hamlet,NC,CSX,Manifest,Gondola,Foreign,Intermodal,5/4/2013 0:00,5/17/2013 0:00,138625,4041.49749,170,58.33691099,Yes,772,1
North Platte West,NE,UP,Pine Bluff,AR,UP,Grain Unit,Gondola,System,Intermodal,9/3/2013 0:00,9/24/2013 0:00,195935,6187.714257,80,21.91996597,Yes,568,0
Linwood,NC,NS,Chicago,IL,CP,Coal Unit,Gondola,System,Intermodal,2/24/2013 0:00,3/16/2013 0:00,81371,3574.948752,187,48.84704397,Yes,1907,1
Memphis,TN,BNSF,Louisville,KY,CSX,Grain Unit,Gondola,System,Metallic Ores and Metals,3/21/2013 0:00,4/5/2013 0:00,109667,13903.00695,148,49.93717817,Yes,1243,2
North Platte West,NE,UP,Markham Yard,IL,CN,Manifest,Gondola,System,Intermodal,12/14/2013 0:00,12/22/2013 0:00,97045,1164.099496,84,26.91381738,Yes,406,5
Buffalo,NY,CSX,Corbin,KY,CSX,Manifest,Gondola,Foreign,Chemicals,7/25/2013 0:00,8/10/2013 0:00,201880,7309.477157,82,27.86137322,Yes,2101,0
Chattanooga,TN,NS,Memphis,TN,BNSF,Coal Unit,Gondola,System,Intermodal,1/4/2013 0:00,1/18/2013 0:00,182275,48479.23,126,33.88943522,Yes,937,2
Fort Worth,TX,BNSF,Chattanooga,TN,NS,Manifest,Gondola,System,Intermodal,12/23/2013 0:00,1/8/2014 0:00,111284,6563.359399,85,29.00623998,Yes,1824,4
Elkhart,IN,NS,Fort Worth,TX,BNSF,Multilevel,Gondola,Private,Coal,4/30/2013 0:00,5/16/2013 0:00,162471,3992.178437,189,52.17925004,Yes,782,3
Livonia,LA,UP,Monterrey,NL,KCS,Multilevel,Gondola,Private,Intermodal,4/14/2013 0:00,5/2/2013 0:00,165157,643.9800642,154,50.30762506,Yes,1286,1
Kansas City,MO,UP,Conway,PA,NS,Manifest,Gondola,Private,Intermodal,5/30/2013 0:00,6/15/2013 0:00,121706,3339.809613,157,51.63008148,Yes,2051,0
Kansas City,MO,KCS,Kansas City,MO,UP,Grain Unit,Gondola,Private,Coal,11/16/2013 0:00,12/3/2013 0:00,171883,3522.043255,112,37.6245981,Yes,1190,4
Hamlet,NC,CSX,Tulsa,OK,BNSF,Grain Unit,Gondola,Private,Intermodal,12/24/2013 0:00,1/9/2014 0:00,165568,3332.853692,105,36.02628693,Yes,1597,1
Selkirk,NY,CSX,Livonia,LA,UP,Intermodal,Gondola,Foreign,Other,6/6/2013 0:00,6/27/2013 0:00,219259,8589.753858,133,34.2788536,Yes,213,1
Chattanooga,TN,NS,Roseville,CA,UP,Intermodal,Gondola,System,Motor Vehicles and Parts,9/9/2013 0:00,9/18/2013 0:00,140671,119692.9809,175,59.46515193,Yes,1286,1
Selkirk,NY,CSX,Harrison Yard (Memphis),TN,CN,Multilevel,Gondola,Private,Coal,9/19/2013 0:00,9/29/2013 0:00,112103,6621.806419,176,50.28165853,Yes,2021,2
Fond du Lac Yard,WI,CN,Allentown,PA,NS,Intermodal,Gondola,System,Nonmetallic Minerals and Products,4/7/2013 0:00,4/23/2013 0:00,193698,7360.81451,162,47.95786547,Yes,1797,4
Jackson,MS,KCS,Livonia,LA,UP,Intermodal,Gondola,Foreign,Intermodal,4/5/2013 0:00,4/24/2013 0:00,104246,2255.406058,139,45.67654031,Yes,293,3
Russell,KY,CSX,Houston(Settegast),TX,UP,Multilevel,Gondola,Private,Nonmetallic Minerals and Products,4/2/2013 0:00,4/22/2013 0:00,104945,4925.092316,82,22.26108629,Yes,2087,4
Kansas City,KS,BNSF,Hinkle,OR,UP,Grain Unit,Gondola,Private,Intermodal,9/29/2013 0:00,10/12/2013 0:00,87461,4158.859104,96,31.15560246,Yes,305,4
Houston(Settegast),TX,UP,Decatur,IL,NS,Intermodal,Gondola,System,Chemicals,3/5/2013 0:00,3/18/2013 0:00,118516,6034.459333,105,31.85331135,Yes,880,2
Louisville,KY,CSX,Kansas City,KS,BNSF,Manifest,Gondola,Private,Nonmetallic Minerals and Products,10/12/2013 0:00,10/28/2013 0:00,163075,2714.976369,102,32.69824964,Yes,1947,1
Barstow,CA,BNSF,Kansas City,MO,KCS,Grain Unit,Gondola,Foreign,Intermodal,11/19/2013 0:00,11/29/2013 0:00,225669,7569.376944,124,32.93764174,Yes,992,3
Buffalo,NY,CSX,St. Paul,MN,CP,Multilevel,Gondola,Foreign,Coal,10/15/2013 0:00,10/27/2013 0:00,196757,11572.37208,83,25.77404614,Yes,1416,5
Nashville,TN,CSX,Lincoln,NE,BNSF,Coal Unit,Gondola,Private,Intermodal,2/5/2013 0:00,2/18/2013 0:00,89342,85401.34989,98,33.16143524,Yes,1770,3
Jackson Yard,MS,CN,Waycross,GA,CSX,Manifest,Gondola,Foreign,Intermodal,3/30/2013 0:00,4/17/2013 0:00,179031,4511.383232,107,36.37845672,Yes,1128,3
Jackson,MS,KCS,North Little Rock,AR,UP,Coal Unit,Gondola,System,Nonmetallic Minerals and Products,10/13/2013 0:00,11/2/2013 0:00,136903,2517.99148,165,51.1829782,Yes,230,3
Lincoln,NE,BNSF,Baltimore,MD,CSX,Coal Unit,Gondola,Foreign,Intermodal,12/12/2013 0:00,12/27/2013 0:00,233895,9106.03218,129,39.03589354,Yes,401,1
