BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,17300,51185,65537,DebtCon,Other,6,0,1,129.83794119,3,49,29.311594064
0,17300,35070,63862,DebtCon,Other,16,0,0,125.13156939,1,17,37.936519649
0,17300,79412,114906,DebtCon,Mgr,17,0,0,247.3605705,4,30,36.536435564
1,17300,73000,95000,DebtCon,Other,5,2,1,90.3,6,30,
0,17300,99064,156306,HomeImp,ProfExe,4,0,0,90.449522446,0,16,35.750060441
0,17300,44031,79187,DebtCon,Other,0,,1,299.70523733,1,10,35.986669908
0,17300,20798,37980,,Office,2,0,0,219.30936478,0,16,37.763211014
0,17300,90768,116052,DebtCon,Other,13,0,0,120.24142622,2,9,35.81087795
0,17300,65444,91244,DebtCon,ProfExe,8,0,0,202.04968272,0,19,21.573385223
0,17300,65136,83847,DebtCon,Office,6,0,0,127.09997366,0,20,24.5182717
0,17300,110614,137552,DebtCon,ProfExe,6,0,0,85.232500724,0,13,31.344365522
1,17300,73503,91842,DebtCon,Other,0,0,6,142.33207559,1,32,46.902324378
0,17300,91350,107834,HomeImp,ProfExe,3,0,0,118.13306488,0,24,37.610845011
0,17300,65077,91991,DebtCon,Other,0,2,3,114.02344238,2,26,35.90776048
0,17300,96138,124066,DebtCon,Office,1,,2,271.7823232,0,30,40.404506226
0,17300,32736,49100,DebtCon,ProfExe,4,0,0,262.94843765,0,34,38.563080996
0,17300,57358,71617,DebtCon,Office,0,0,0,194.29333919,0,25,30.53780606
0,17300,51107,64135,HomeImp,Office,4,0,0,115.00219496,0,17,32.251086122
0,17300,48132,78889,DebtCon,Mgr,4,0,0,133.16768546,0,8,28.298227056
0,17400,,48971,DebtCon,Other,,,,345.00991859,,17,32.474319466
0,17400,77350,101271,DebtCon,Other,0,0,0,148.91622747,1,18,34.387028434
0,17400,61035,90434,HomeImp,ProfExe,4,0,0,113.63599565,0,12,25.357194605
0,17400,58941,88470,HomeImp,ProfExe,4,0,0,123.25705457,0,12,25.557593337
0,17400,62824,82243,DebtCon,Other,5,,,109.48274852,0,7,34.818444993
0,17400,25859,43684,DebtCon,Mgr,16,1,0,95.363068679,1,17,27.107619574
0,17400,24687,37391,,Office,2,0,0,217.74427464,0,16,38.251392033
0,17400,43110,73614,DebtCon,Mgr,1,0,0,114.28918244,1,8,26.379108017
0,17400,11147,166496,HomeImp,Mgr,23,0,0,73.467517761,1,19,29.531664151
0,17400,42876,66085,DebtCon,Mgr,26,0,0,281.57815248,1,16,38.027521678
0,17400,45861,61256,DebtCon,Other,7,0,0,132.01922665,3,48,30.186567466
1,17400,54161,75500,DebtCon,Office,4,0,0,23.333333333,5,11,
0,17400,44479,78121,DebtCon,Mgr,1,0,0,117.3235888,0,9,27.133989435
0,17400,97072,155146,DebtCon,Mgr,0,0,0,204.16561629,0,19,40.507964774
1,17400,96590,112115,DebtCon,Other,0,6,0,178.65958941,2,46,41.117887486
0,17400,113890,135146,DebtCon,,16,0,0,174.10145958,1,17,37.6335491
0,17400,49765,66782,DebtCon,Mgr,27,0,0,272.59048247,1,16,39.383064504
0,17400,25844,83229,HomeImp,Other,,0,0,247.76164585,0,50,43.701331235
0,17400,123579,168243,DebtCon,Office,4,0,0,146.3520808,0,20,26.603511505
0,17400,166345,202989,DebtCon,ProfExe,10,0,0,276.06634632,0,37,24.356593557
0,17400,55575,78661,DebtCon,Other,17,1,0,198.98960053,1,20,38.991431366
0,17400,102228,115898,DebtCon,ProfExe,0,0,0,144.19816755,0,30,35.114150348
0,17400,56111,114521,HomeImp,Office,2,,2,154.85552388,1,24,38.695083557
0,17400,64163,84948,HomeImp,ProfExe,12,0,2,172.71116574,0,13,27.979694402
1,17400,79623,113658,DebtCon,Other,0,0,2,212.12914517,2,25,35.106719635
0,17500,92986,114276,DebtCon,Other,13,0,0,116.96135784,2,8,36.251385732
0,17500,99853,163401,DebtCon,Mgr,0,0,0,208.46227619,1,18,37.82861717
0,17500,17889,94453,DebtCon,Other,19,0,0,244.3562274,2,41,35.744770886
0,17500,101354,117209,DebtCon,ProfExe,1,0,0,136.15822253,0,30,36.851723302
0,17500,133243,154513,DebtCon,Mgr,,0,0,217.03704869,0,18,37.462991964
1,17500,76100,98500,DebtCon,Other,5,10,1,59.833333333,5,16,
0,17500,49968,68025,HomeImp,Office,3,0,0,126.07945262,0,18,34.10902705
0,17500,73071,94267,DebtCon,Office,1,0,0,160.45470053,3,19,32.276809318
0,17500,153839,194027,DebtCon,Other,7,0,0,,1,15,29.113651196
0,17500,51102,69532,DebtCon,Other,5,0,0,108.31608023,2,49,31.495945715
0,17500,100642,138550,DebtCon,Office,3,,,115.07594761,3,16,32.176380263
1,17500,110603,142000,DebtCon,Other,1,1,0,163.06666667,3,25,
1,17500,56647,78000,DebtCon,ProfExe,11,3,2,92.3,7,29,
1,17500,68000,133015,DebtCon,Office,19,1,1,177.5,5,21,
0,17500,46636,72908,DebtCon,Other,7,0,0,110.23090719,3,15,41.512292086
0,17500,90221,113564,DebtCon,Other,19,0,0,265.18462525,1,17,27.029438967
0,17500,85183,108948,HomeImp,ProfExe,4,0,0,125.10948564,1,25,37.103025992
0,17500,61524,87188,HomeImp,ProfExe,3,0,0,115.80866085,1,13,25.401570002
1,17500,91000,116000,DebtCon,ProfExe,0.5,0,0,188.73333333,3,26,
0,17500,87294,114031,DebtCon,Other,15,0,0,147.09858349,2,8,34.467940003
0,17500,103562,130613,DebtCon,Other,1,0,0,288.00847827,0,47,39.358357532
0,17500,102858,138977,DebtCon,Office,2,,,100.28121919,2,15,31.669319454
0,17500,23288,94904,DebtCon,ProfExe,8,0,0,145.12073677,0,20,29.675382217
0,17600,39057,50933,DebtCon,ProfExe,6,0,0,239.20163009,1,35,39.301070716
0,17600,53707,80407,DebtCon,Other,17,1,0,185.97822083,0,21,36.494053926
0,17600,,96188,,Other,,0,0,181.29504647,0,9,30.879317294
0,17600,56090,103992,HomeImp,Other,1,0,2,46.875135751,1,10,39.081826438
0,17600,62996,86817,HomeImp,ProfExe,12,0,1,152.78264779,0,14,29.203654576
0,17600,73354,96526,DebtCon,Other,0,0,0,147.13452582,1,18,33.052493205
0,17600,72232,103081,DebtCon,Other,1,0,0,143.96715312,0,18,36.309962492
0,17600,79122,96116,DebtCon,Other,1,0,0,152.44371441,1,18,35.589662601
1,17600,76043,95605,DebtCon,Other,3,2,1,85.04333493,6,30,47.840295122
0,17600,44571,66088,HomeImp,Office,2,0,0,126.09038158,0,17,30.871901786
0,17600,,45119,DebtCon,Other,,,,354.73591921,,17,34.495046658
0,17600,29201,41396,DebtCon,Mgr,19,0,0,89.20252735,1,16,23.93494584
0,17600,67285,90816,DebtCon,Other,1,1,2,104.59286688,2,25,35.592253541
0,17600,64857,82449,DebtCon,Other,1,0,0,312.88247401,3,15,43.478862555
0,17600,59347,68667,DebtCon,Office,0,0,0,185.27496096,0,25,30.052323948
0,17600,71983,97939,DebtCon,Office,1,0,0,144.36621588,3,19,29.808589765
0,17600,106381,134476,DebtCon,Other,0,0,0,294.07325413,0,47,38.581658717
0,17600,62198,101183,HomeImp,ProfExe,21,0,0,230.7167135,1,23,39.139756562
0,17600,71366,87862,DebtCon,Office,5,0,0,116.79668509,0,20,23.400137117
0,17600,39063,54561,DebtCon,Other,17,0,0,107.94381754,1,17,38.919210327
0,17600,48487,65665,DebtCon,Other,6,0,0,100.17400375,2,15,43.769684913
0,17600,,66000,,,7,0,0,111.78570044,0,14,27.090894722
0,17600,88661,114922,DebtCon,Other,13,0,0,152.75401017,1,7,36.766273628
0,17600,61093,97551,DebtCon,Office,0,0,0,75.060829426,0,22,35.562993202
0,17700,10847,94611,HomeImp,Other,14,0,1,271.39666705,0,22,27.283395304
0,17700,17480,41055,,Office,1,0,0,196.1319389,0,15,37.923659517
0,17700,64964,88856,DebtCon,Office,5,0,0,114.66761831,0,19,21.933006318
0,17700,111612,128416,DebtCon,,14,0,0,169.73348753,0,17,39.770628448
0,17700,93302,116668,DebtCon,Other,20,0,0,283.04094598,0,16,25.225910201
0,17700,50886,106673,HomeImp,Other,2,0,2,57.090659606,1,10,40.85911311
0,17700,60260,90196,HomeImp,ProfExe,11,0,1,177.85484553,0,14,29.60717111
0,17700,36253,57420,DebtCon,ProfExe,3,0,0,267.78350875,1,34,37.934570083
0,17700,,56402,DebtCon,Office,3,0,0,91.04574898,2,8,38.685506283
0,17700,107395,133433,DebtCon,ProfExe,6,0,0,96.157561735,0,13,27.592277381
0,17700,71399,96588,HomeImp,ProfExe,7,0,0,83.59853183,0,16,33.626585668
0,17700,98476,136319,DebtCon,Office,2,,,110.73572859,3,16,32.221024839
0,17700,85150,113104,DebtCon,ProfExe,11,0,0,148.0652591,2,19,38.962872064
1,17700,58016,76416,DebtCon,Office,4,0,0,28.011491753,5,10,41.463373328
0,17700,47064,71698,DebtCon,ProfExe,3,0,0,244.51806442,3,32,30.403203826
0,17700,,55796,DebtCon,Office,1,0,0,85.183412567,2,8,40.20948611
0,17700,56375,90435,DebtCon,Office,0,0,0,70.225870315,0,23,36.023276773
0,17700,72911,97317,DebtCon,Mgr,1,0,0,82.39838379,0,17,25.329250867
0,17700,82302,111228,HomeImp,ProfExe,4,0,0,118.4559036,0,25,37.160561204
0,17800,61494,85864,DebtCon,Other,2,0,0,303.83765082,3,15,40.246312084
0,17800,38770,64357,DebtCon,Other,17,0,0,282.9357846,0,21,27.97949547
0,17800,39686,67246,DebtCon,,5,0,0,114.18355498,1,10,27.575809699
0,17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.459087678
0,17800,,95639,,Other,,0,0,179.84935161,1,9,33.142257222
0,17800,107736,113100,DebtCon,Other,1,0,0,135.12322489,2,20,38.937112238
0,17800,56956,74305,DebtCon,Office,0,0,0,187.18332939,0,24,31.817471916
0,17800,60611,89943,DebtCon,Office,29,0,0,208.46653704,0,21,30.813240588
0,17800,58942,91483,HomeImp,ProfExe,5,0,0,123.73667435,0,13,28.155959991
0,17800,68889,85642,DebtCon,Other,0,2,2,105.76796088,2,25,34.629922009
0,17800,100277,163702,,Other,,1,,256.85447121,,24,36.354036449
0,17800,51689,115660,DebtCon,ProfExe,16,0,0,270.04499102,0,19,27.467001805
0,17800,137169,182280,DebtCon,Mgr,12,0,0,241.37530714,0,21,28.846448119
0,17800,13839,171378,HomeImp,Mgr,23,0,0,86.702624803,2,21,31.359609533
0,17800,13660,173360,HomeImp,Mgr,23,0,0,78.838898801,2,21,30.062792323
0,17800,8642,88369,HomeImp,Other,13,0,0,265.02210303,0,22,26.480792368
0,17800,36902,57622,HomeImp,Other,9,0,0,121.87970265,0,10,19.142116568
0,17800,54003,116434,DebtCon,ProfExe,18,0,0,268.71530396,0,19,24.251971765
0,17800,69306,94504,HomeImp,ProfExe,7,0,0,85.850829978,0,15,32.294216902
0,17800,56432,157665,DebtCon,ProfExe,20,0,0,238.16689863,0,27,20.079334384
0,17800,44326,79651,DebtCon,ProfExe,4,0,0,246.7969491,3,32,32.509012068
1,17900,70046,135917,DebtCon,Self,1,1,2,138.01100827,0,16,38.289202295
0,17900,37265,53214,DebtCon,ProfExe,2,0,0,259.96383104,0,34,39.831500564
0,17900,62697,89848,DebtCon,Office,7,0,0,113.05889691,0,19,24.072191356
0,17900,72501,94488,DebtCon,Office,1,0,0,162.38956192,3,19,29.961189014
0,17900,97335,167384,,Other,,0,,250.48710842,,24,39.15632328
0,17900,63559,81536,HomeImp,ProfExe,13,0,3,176.87076849,0,13,26.189767088
0,17900,66823,91680,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.710657289
0,17900,38233,63578,DebtCon,,6,1,0,79.1215828,2,9,26.518830695
0,17900,70444,95860,HomeImp,Office,7,,,95.684254766,0,11,38.142822739
1,17900,96450,135822,HomeImp,ProfExe,6,0,1,90.3,6,5,
0,17900,102054,143103,DebtCon,Office,5,,,125.85853903,2,16,32.847435051
0,17900,56273,111507,HomeImp,Office,1,,2,123.02256355,1,23,39.491487113
1,17900,51080,92051,HomeImp,Mgr,10,0,0,117.08978536,0,31,42.373232999
0,17900,46342,68029,DebtCon,Mgr,26,1,0,279.00708055,1,17,36.07297543
0,17900,110332,130756,DebtCon,Other,2,0,1,288.65558416,1,47,41.946375198
0,17900,68779,98623,DebtCon,Mgr,1,0,0,83.861641243,0,17,26.405666645
1,17900,,31953,HomeImp,Other,10,0,1,74.429307591,1,2,29.975603348
0,18000,68000,98898,DebtCon,Office,10,0,0,206.96666667,2,13,
0,18000,49255,61752,DebtCon,Other,8,0,0,122.06196718,3,49,30.033722382
0,18000,62216,85503,DebtCon,Other,3,0,0,307.25070127,2,15,41.439390666
0,18000,97523,130166,DebtCon,Mgr,5,,,247.97282353,3,42,40.591687385
0,18000,63508,94991,DebtCon,Office,1,0,0,155.88472429,0,25,23.58566428
0,18000,65836,100292,HomeImp,ProfExe,22,0,0,237.10163194,0,24,36.33819671
0,18000,,53365,DebtCon,Other,,,,340.46080102,,17,30.575650029
0,18000,72152,102671,HomeImp,ProfExe,7,0,0,84.639348205,0,16,32.886875225
0,18000,88509,112933,DebtCon,ProfExe,4,0,0,150.80236935,1,21,23.200941214
0,18000,84824,115146,DebtCon,Other,21,0,0,293.98043579,0,16,27.097523474
0,18000,23252,50750,DebtCon,ProfExe,16,0,0,180.6,1,20,
0,18000,46865,61266,DebtCon,,5,0,0,102.59467389,2,9,26.353753375
0,18000,105000,172500,DebtCon,Office,6,0,0,219.16666667,4,24,
0,18000,23000,46000,DebtCon,Other,0.2,,,312.53333333,,25,
0,18000,7051,66200,DebtCon,Office,,0,0,250.56666667,0,22,
0,18000,88000,131300,DebtCon,Mgr,14,0,0,179.56666667,2,26,
0,18000,124000,195000,HomeImp,ProfExe,13,0,0,202.9,0,22,
0,18000,94554,119000,HomeImp,Mgr,1,0,1,308.46666667,1,20,
0,18000,90000,120600,DebtCon,Office,25,0,0,272.93333333,3,17,
0,18000,45000,68500,DebtCon,ProfExe,10,0,0,190.8,1,42,
0,18000,56000,78000,DebtCon,,4,0,0,108.53333333,0,16,
1,18000,62000,160800,HomeImp,ProfExe,15,0,0,129.83333333,1,11,
1,18000,12900,21500,HomeImp,Office,5,3,0,109.56666667,0,33,
1,18000,57988,86970,DebtCon,Other,16,0,0,165.33333333,2,14,
1,18000,99401,140000,DebtCon,Other,8.9,2,0,150.1,3,20,
1,18000,39005,60000,DebtCon,Other,10,2,0,112.63333333,5,5,
1,18000,47000,69000,DebtCon,Other,6,3,2,110.63333333,2,24,
0,18000,52301,79959,DebtCon,Other,1,,1,290.2806482,0,9,37.16369797
0,18000,55169,114786,HomeImp,Office,2,,2,120.15410625,0,24,37.547732856
0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.42643974,0,30,37.877411067
1,18000,48724,72654,DebtCon,Other,7,0,0,62.088605958,0,4,31.570298921
0,18000,161413,196860,DebtCon,Other,7,0,0,,2,16,30.778166837
0,18000,90275,135792,DebtCon,Mgr,13,0,0,178.66176401,1,26,33.336960792
0,18000,74162,89823,DebtCon,Other,0,2,1,121.76146583,1,26,34.025207507
1,18000,114000,147140,DebtCon,Other,5,0,0,122.73333333,2,13,
0,18000,50409,78404,DebtCon,ProfExe,9,0,0,191.28207894,0,42,39.483023972
0,18000,54196,71412,DebtCon,ProfExe,10,0,0,189.87427039,1,42,37.352105103
0,18000,41814,62845,HomeImp,Other,27,0,0,244.88185992,0,14,23.537045228
0,18000,,97026,,Other,,0,0,182.59781573,1,9,30.675510367
0,18000,107546,176314,DebtCon,Office,6,0,0,218.01938613,3,23,40.15214366
0,18100,81916,104048,DebtCon,Other,0,0,0,154.4259959,0,18,33.678025773
0,18100,144692,183630,DebtCon,Mgr,11,0,0,256.2054726,0,21,27.384116512
0,18100,53524,102133,HomeImp,Other,0,0,3,52.94238739,1,9,40.616797274
0,18100,46145,72200,DebtCon,ProfExe,11,0,0,178.19207766,0,42,40.574022482
1,18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.272297524
0,18100,57864,164069,DebtCon,ProfExe,19,0,0,247.54527102,0,27,21.469271809
0,18100,71814,89941,DebtCon,Other,10,0,0,83.167810785,3,11,32.285405494
0,18100,62783,86066,DebtCon,Other,0,0,0,293.35858684,2,15,43.617714297
0,18100,89454,119019,DebtCon,Other,13,0,0,127.24619628,1,8,37.525272691
0,18100,112832,182418,DebtCon,Office,8,0,0,230.07213106,3,23,40.298698909
0,18100,95322,119643,HomeImp,Mgr,2,0,0,313.60338664,1,20,42.119285302
0,18100,22203,138057,DebtCon,Other,8,0,0,356.90906747,1,10,40.874382077
0,18100,73356,86885,DebtCon,Other,10,0,0,73.746710533,3,12,31.571018889
0,18100,27186,77694,HomeImp,Other,,0,0,249.4133616,0,50,43.727930478
0,18100,27239,39723,DebtCon,Mgr,17,0,0,111.53221405,1,16,24.449452808
0,18100,23928,55734,DebtCon,ProfExe,17,0,0,175.89535449,0,19,37.945522273
0,18100,32554,92419,DebtCon,ProfExe,8,0,0,164.90961318,1,20,29.016609979
0,18100,18611,171194,HomeImp,Self,5,0,0,313.03794532,0,26,27.199154012
0,18200,50250,72000,DebtCon,Mgr,10,2,0,75.066666667,3,28,
0,18200,93702,158647,HomeImp,ProfExe,4,0,1,96.177793274,0,16,34.709935978
0,18200,16386,170310,HomeImp,Mgr,23,0,0,73.007277303,2,20,29.804601445
1,18200,67809,89339,DebtCon,Sales,0,3,0,102.46098622,2,19,38.345340781
0,18200,13925,94898,DebtCon,Other,22,0,0,223.90191801,2,41,35.998225405
0,18200,34593,56658,DebtCon,Other,15,0,0,126.04800979,1,18,36.926634786
0,18200,49653,159076,DebtCon,ProfExe,20,0,0,231.54972268,0,27,20.415931614
0,18200,94727,136877,DebtCon,Mgr,15,0,0,168.95996818,2,26,36.056437467
1,18200,55406,78682,DebtCon,Other,,0,0,122.71770946,0,39,33.693831299
0,18200,4447,21510,DebtCon,Other,,0,0,67,2,19,
1,18200,139000,171350,DebtCon,Other,0.1,0,1,102.5,7,18,
0,18200,97146,124195,DebtCon,Office,24,0,0,278.3074217,2,17,32.721694978
0,18200,61690,89963,HomeImp,ProfExe,15,0,2,157.40967898,0,14,27.946675965
0,18200,61554,94510,DebtCon,Office,2,0,0,161.35269333,0,24,23.896554711
0,18200,4927,30198,DebtCon,Other,,0,0,89.599838668,1,19,41.230526879
0,18200,53646,156048,DebtCon,ProfExe,20,0,0,232.29712557,0,27,20.856067533
0,18200,120966,208782,DebtCon,Other,4,0,0,202.53433338,0,17,27.436646043
0,18200,62141,90434,DebtCon,Office,0,0,0,69.410776649,0,22,35.357287245
0,18200,68743,92112,DebtCon,Mgr,0,0,0,95.34376502,0,16,26.692666627
1,18200,95091,113294,DebtCon,ProfExe,15,0,3,188.50461695,0,36,78.654386048
0,18200,78077,105522,DebtCon,ProfExe,0,0,0,278.44302157,2,22,38.939650897
0,18200,63852,93356,DebtCon,Other,1,0,0,181.91176992,0,31,33.209409246
0,18200,39109,62371,HomeImp,Other,25,0,0,268.19826067,0,13,24.748181035
0,18200,57980,79265,DebtCon,Other,16,0,0,194.05429283,0,20,37.725760606
0,18300,40018,65355,DebtCon,Other,16,1,0,287.97462979,0,21,28.362882965
0,18300,90337,103864,HomeImp,ProfExe,3,0,0,118.53458669,0,25,39.720488984
0,18300,109437,114900,DebtCon,Other,1,0,0,138.17185084,1,20,38.332316894
0,18300,55584,95236,,ProfExe,10,0,0,,1,15,24.590633188
0,18300,121001,210685,DebtCon,Other,2,0,0,192.97728543,0,16,26.860500326
0,18300,26982,59552,DebtCon,ProfExe,15,0,0,183.61441489,1,19,36.299617975
0,18300,63351,87645,DebtCon,Other,1,0,0,324.614647,3,15,43.90230255
0,18300,109192,139384,DebtCon,ProfExe,6,0,0,122.86557582,0,14,29.397593104
0,18300,90099,118545,DebtCon,ProfExe,12,0,0,140.51585064,3,18,38.899231691
0,18300,31427,60249,DebtCon,Other,16,0,0,110.55227739,0,18,40.00125599
0,18300,35975,60500,DebtCon,Office,13,0,2,118.66666667,1,22,
1,18300,60100,82506,DebtCon,ProfExe,10,3,1,171.46666667,2,64,
0,18300,73510,95132,DebtCon,Mgr,0,0,0,86.684295749,0,17,25.244046294
0,18300,93728,153093,HomeImp,ProfExe,5,0,0,109.33710593,0,16,36.213987487
0,18300,68096,99051,DebtCon,Mgr,1,0,0,85.843161697,0,17,27.633516483
0,18300,68517,97151,HomeImp,ProfExe,7,0,0,77.521818836,0,15,32.004056088
0,18300,12169,93564,HomeImp,Other,13,0,1,274.48139853,0,23,30.269218177
0,18300,89455,124840,DebtCon,ProfExe,13,,,148.76466054,,24,29.962401502
0,18300,67550,95440,DebtCon,Office,3,0,0,154.15011358,0,25,22.854999265
0,18400,68655,94322,HomeImp,ProfExe,8,0,0,76.794701258,0,15,32.74121014
0,18400,89101,118748,DebtCon,ProfExe,7,0,0,153.84976303,2,21,21.76282696
0,18400,65519,89276,DebtCon,Other,0,1,2,123.09855199,2,26,36.354203237
1,18400,88352,110216,HomeImp,Other,1,0,0,376.72364282,3,31,47.830671133
0,18400,94280,122172,DebtCon,Office,23,0,0,280.04883361,2,16,33.363528658
0,18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
0,18400,61049,96397,DebtCon,Office,2,0,0,80.155757172,0,23,35.425579192
0,18400,99902,125249,DebtCon,Office,26,0,0,294.42411801,2,16,33.488547383
1,18400,72718,98065,DebtCon,Other,8,0,0,119.05781713,0,19,35.364128433
1,18400,116228,148722,DebtCon,Other,1,0,0,159.16923466,2,25,38.079761822
0,18400,110580,137926,DebtCon,ProfExe,6,0,0,93.432749909,0,13,29.116887715
0,18400,94952,129177,DebtCon,ProfExe,12,,,140.48070351,,24,29.967505846
0,18400,83548,111626,DebtCon,ProfExe,9,0,0,163.85439342,3,17,37.078117787
0,18400,16756,66340,DebtCon,Office,,0,0,239.84485263,0,21,38.662629402
0,18400,40673,60418,HomeImp,Other,27,0,0,247.64957888,0,13,24.980298956
0,18400,41730,59750,DebtCon,,6,1,0,109.96140649,1,10,27.911845443
0,18400,48970,69559,DebtCon,ProfExe,20,0,0,178.01583301,0,23,39.707988067
0,18400,75491,101745,DebtCon,ProfExe,0,0,0,279.37005066,1,20,38.750299661
1,18400,43188,68876,DebtCon,Other,,0,0,199.00057602,6,25,41.006103287
0,18400,62300,95869,DebtCon,Other,2,0,0,172.75912343,1,31,35.189447274
0,18500,57174,91772,HomeImp,ProfExe,4,0,0,129.66321658,0,13,28.904478844
0,18500,46555,69186,DebtCon,ProfExe,19,0,0,187.23013253,0,22,38.188143858
0,18500,,94125,,Other,,1,0,178.64563647,0,11,30.931410217
0,18500,26389,85552,DebtCon,ProfExe,7,0,0,152.04065885,1,21,27.356208077
0,18500,14517,95150,HomeImp,Other,11,0,0,272.03410245,0,22,27.478583037
0,18500,102472,115719,DebtCon,ProfExe,0,0,0,120.09026456,0,30,34.243440963
0,18500,10934,66367,DebtCon,Sales,1,0,0,326.56732823,0,5,38.151671011
0,18500,14111,71628,DebtCon,Office,,0,0,246.99093051,0,22,39.611541723
0,18500,65165,90805,DebtCon,Office,2,0,0,160.73226514,0,25,25.372047645
0,18500,81938,106187,DebtCon,ProfExe,2,0,0,282.90060926,1,21,40.038841103
0,18500,23618,37539,,Office,1,0,0,199.7237771,0,15,36.982729198
0,18500,67686,95949,HomeImp,ProfExe,9,0,0,78.949070691,0,16,31.808242985
0,18500,42683,68000,DebtCon,Office,3,0,0,229.3,0,12,
0,18500,67290,95750,DebtCon,Other,,2,1,237.1,2,14,
0,18500,71000,95000,DebtCon,Mgr,6,0,0,71,7,24,
0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.38704889,1,42,37.772221651
0,18500,99474,127470,DebtCon,Office,22,0,0,287.00225626,3,16,30.996027629
0,18500,38145,59415,HomeImp,Other,25,0,0,241.89735737,0,14,23.870792259
0,18500,90150,122767,DebtCon,ProfExe,12,,,135.57297776,,25,33.46387238
0,18600,72860,90347,DebtCon,Other,0,1,1,104.04046687,2,26,36.025925278
1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.71283572,1,14,27.646036576
0,18600,84874,115759,DebtCon,ProfExe,9,0,0,146.06981083,3,18,39.834319933
0,18600,47199,70134,DebtCon,Other,8,0,0,86.558860141,3,15,43.507938545
1,18600,23850,61808,HomeImp,Other,12,0,0,46.946164052,0,8,40.852927503
0,18600,60709,89683,DebtCon,Other,1,0,0,316.31385839,2,16,43.756566038
0,18600,58992,86816,DebtCon,,4,0,0,103.50429531,0,16,40.956598244
0,18600,96993,134785,DebtCon,Mgr,14,0,0,173.89751303,2,25,33.363269718
0,18600,23792,79716,HomeImp,Other,,0,0,238.78983667,0,50,42.127124258
0,18600,14167,71194,DebtCon,Office,,0,0,264.01712414,0,21,40.246901138
0,18600,98200,123662,DebtCon,Office,0,,3,241.64223157,0,29,41.05065735
0,18600,100144,153751,HomeImp,ProfExe,4,0,0,93.662170489,0,16,34.892733618
0,18600,20915,40098,,Office,2,0,0,213.45053689,0,16,40.250033734
0,18600,38674,63641,HomeImp,Other,23,0,0,245.04937197,0,13,25.180989842
0,18600,50167,96312,DebtCon,ProfExe,5,0,0,128.33943385,1,21,36.377322201
0,18600,39783,59196,DebtCon,Other,17,0,0,279.81006654,0,21,29.774806835
0,18600,119741,212530,DebtCon,Other,4,1,0,202.28857763,0,17,27.07376116
0,18600,48711,69611,HomeImp,Office,2,0,0,130.25313366,0,17,33.691188019
1,18600,64248,82690,DebtCon,Mgr,0,1,0,89.189005469,0,23,53.848219887
