Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,0.09,0.06,0,0.01,0.16,57,6,tbd,,Vicarious Visions,E
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16,,,,,,
Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0.14,0,0,0.01,0.16,,,tbd,,Ubisoft,E
Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision,0.11,0.04,0,0,0.16,82,5,tbd,,HotGen,E
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59,38,7.3,23,Koei,M
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0,0,0.01,0.16,60,4,5,4,FUN Labs,E10+
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,,,,,,
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,,,,,,
Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15,,,,,,
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0.11,0.04,0,0,0.15,63,5,tbd,,Dimps Corporation,E
Winning Post 3,PS,1998,Racing,Tecmo Koei,0,0,0.14,0.01,0.15,,,,,,
Just Sing!,DS,2009,Misc,DTP Entertainment,0.14,0,0,0.01,0.15,,,,,,
Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0.06,0,0.02,0.15,38,10,3.4,5,Bam Entertainment,T
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.07,0.07,0,0.01,0.15,60,22,6.6,5,Ubisoft,T
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0.06,0,0.02,0.15,64,23,8.3,63,Kuju Entertainment,M
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,73,23,7.3,21,Visual Concepts,E10+
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.11,0,0.03,0.01,0.15,80,8,8,13,Neverland,E10+
MTV Music Generator 2,PS2,2001,Misc,Codemasters,0.08,0.06,0,0.02,0.15,77,16,8.5,11,Jester Interactive,T
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,24,7.3,35,"Compile Heart, GCREST",T
Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0,0,0.01,0.15,78,17,7.7,10,Vicarious Visions,E10+
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0.14,0,0,0.02,0.15,,,,,,
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0,0.01,0.15,,,,,,
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15,89,24,8.5,18,Criterion Games,E
Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.15,36,6,3.9,15,Broadsword Interactive,E
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0.09,0.04,0,0.03,0.15,,,tbd,,Now Production,E10+
MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft,0.08,0.05,0,0.02,0.15,,,tbd,,Ubisoft Vancouver,E
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,0.08,0.06,0,0.02,0.15,74,38,7.7,38,Gust,T
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0.12,0.03,0,0.01,0.15,,,,,,
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15,74,34,5.9,420,Day 1 Studios,M
Chessmaster: The Art of Learning,DS,2007,Misc,Ubisoft,0.12,0.03,0,0.01,0.15,,,6.7,10,Ubisoft,E
My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,0.12,0.02,0,0.01,0.15,,,,,,
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,75,17,9.3,4,Avalanche Software,E
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01,0.15,77,48,7.5,67,Harmonix Music Systems,E10+
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Knockout Kings 2003,GC,2002,Sports,Electronic Arts,0.12,0.03,0,0,0.15,78,13,6.5,4,EA Sports,T
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15,73,30,7,7,Hudson,E
NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.15,89,16,7.5,6,EA Sports,E
XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15,83,21,7.8,14,Acclaim,E
Digimon World 4,PS2,2005,Role-Playing,Atari,0.08,0.06,0,0.02,0.15,48,7,6.9,37,Bandai,E
Stormrise,X360,2009,Strategy,Sega,0.11,0.03,0,0.01,0.15,48,36,6.8,17,Creative Assembly,M
Scripps Spelling Bee,DS,2010,Simulation,THQ,0.14,0,0,0.01,0.15,,,tbd,,THQ,E
Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,tbd,,Visual Concepts,E
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,0.14,0.01,0,0.01,0.15,,,,,,
Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,,,,,,
Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0,0,0.15,,,,,,
Home Run,2600,N/A,Sports,Atari,0.14,0.01,0,0,0.15,,,,,,
Klax,2600,1989,Puzzle,Atari,0.14,0.01,0,0,0.15,,,,,,
Saturn Bomberman,SAT,1996,Puzzle,Sega,0,0,0.15,0,0.15,,,,,,
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.15,77,38,8.5,48,EA Redwood Shores,M
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0,0.01,0.15,75,23,8,101,MachineGames,
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0.14,0,0,0.01,0.15,,,,,,
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71,13,5.4,19,Inti Creates,E10+
American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,44,6,5.9,9,Creat Studios,T
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15,56,8,5.7,12,Ubisoft Montpellier,E10+
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,65,21,7.5,35,Omega Force,T
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0.13,0.01,0,0.01,0.15,,,,,,
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0,0.01,0.15,78,55,7.5,23,Phantagram,M
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0,0.01,0.15,53,19,5.2,5,Paradigm Entertainment,T
Infected,PSP,2005,Shooter,THQ,0.14,0,0,0.01,0.15,74,49,8.3,30,Planet Moon Studios,M
Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,0,0.13,0,0.02,0.15,,,,,,
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0,0.01,0.15,77,18,8.9,18,Gaijin Entertainment,T
Cars: Race-O-Rama,X360,2009,Racing,THQ,0.14,0.01,0,0.01,0.15,54,8,5.8,5,Incinerator Games,E
Scooby-Doo! Unmasked,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,,,,,,
Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0,0,0.15,0,0.15,,,,,,
Streak: Hoverboard Racing,PS,1998,Racing,GT Interactive,0.09,0.06,0,0.01,0.15,,,,,,
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,81,31,6.5,16,EA Canada,E
Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0,0.02,0.15,81,23,7.8,653,Vigil Games,M
Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,0.07,0.06,0,0.02,0.15,70,43,7.6,17,Konami,E
DiRT 3,PC,2011,Racing,Codemasters,0,0.13,0,0.03,0.15,86,23,6.9,433,Codemasters,T
NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,57,9,tbd,,989 Sports,E
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15,,,,,,
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0.07,0.06,0,0.02,0.15,49,29,6.3,7,Artificial Mind and Movement,T
Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01,0.15,85,36,8.2,153,Vigil Games,M
Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.07,0.06,0,0.02,0.15,,,tbd,,Neko Entertainment,T
Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0,0,0.15,56,11,6.7,7,3DO,T
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15,,,,,,
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
Block Party,Wii,2008,Misc,Activision,0.14,0,0,0.01,0.15,,,2.8,4,Activision,E10+
Little League World Series Baseball 2009,Wii,2009,Sports,Activision,0.14,0,0,0.01,0.15,,,tbd,,Now Production,E
Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,0,0,0.15,0,0.15,,,,,,
Blitz: The League II,PS3,2008,Sports,Midway Games,0.11,0.02,0,0.02,0.15,62,25,7.5,15,,
Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01,0.15,,,tbd,,Activision,E
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64,45,8.6,24,"Game Arts, Seta Corporation",T
Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,0.14,0,0,0.01,0.15,26,4,tbd,,Destination Software,E
Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15,61,4,tbd,,Konami,E
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01,0.15,66,23,7.1,8,Take-Two Interactive,E10+
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0,0.01,0.15,,,tbd,,Tamsoft,E10+
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15,,,tbd,,High Voltage Software,E10+
Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,0.11,0.03,0,0.02,0.15,,,6.2,6,Ubisoft,E10+
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,Konami,E
Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0,0.01,0.15,,,tbd,,Altron,E
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.11,0.04,0,0,0.15,,,,,,
WordJong,DS,2007,Puzzle,White Park Bay Software,0.13,0.01,0,0.01,0.15,77,9,7.7,9,Magellan Interactive,E
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,18,8.7,41,Aqua Plus,T
Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,0.14,0,0,0.01,0.15,75,33,6.7,6,Infinite Interactive,E10+
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.1,0.04,0,0.01,0.15,,,,,,
de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0,0.01,0.15,77,54,7.5,23,Blue Tongue Entertainment,E10+
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0,0.01,0.15,30,5,6.9,9,Paradox Development,E
Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Major League Baseball 2K10,DS,2010,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,tbd,,Powerhead Games,E
Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.11,0,0.04,0.01,0.15,53,30,6.8,6,"Koei, Omega Force",T
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,0.15,63,17,5.1,7,SCEA San Diego Studios,E
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.14,0,0,0.01,0.15,72,38,7.5,19,Climax Entertainment,T
All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0,0.15,,,,,,
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,0.14,0,0,0.01,0.15,60,15,6.2,10,Racjin,T
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0,0.01,0.15,55,10,6.3,6,THQ,E10+
Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,0,0,0.15,0,0.15,,,,,,
Bleach: Dark Souls,DS,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15,82,28,7.9,14,Treasure,T
Hot Wheels: Battle Force 5,DS,2009,Racing,Activision,0.12,0.02,0,0.01,0.15,,,tbd,,Virtuos,E10+
Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15,75,25,8.8,5,Ubisoft Montreal,T
Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,0.12,0.03,0,0,0.15,,,8.1,14,Tomy Corporation,T
Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,0.13,0.01,0,0.01,0.15,,,tbd,,Amaze Entertainment,E
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.15,57,7,6.3,6,Ubisoft Casablanca,E10+
World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0,0.01,0.15,89,22,8.6,14,Blue Shift,E
Tokyo Xanadu,PSV,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.15,0,0.15,,,,,,
Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15,75,22,8.2,16,Croteam,M
Bomberman,DS,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75,30,7,12,Racjin,E
Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15,,,,,,
Killer7,GC,2005,Action,Capcom,0.12,0.03,0,0,0.15,74,57,8.5,64,Grasshopper Manufacture,M
Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0,0,0.15,51,24,7.2,9,TT Games,E
FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,81,8,6.4,5,EA Sports,E
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15,79,33,6.4,9,Capcom,T
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0,0.01,0.15,61,45,6.1,14,Zombie,T
Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15,83,47,7.8,104,Quantic Dream,M
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62,39,6,34,EA Canada,E
World League Soccer,SNES,1991,Sports,Imagineer,0,0,0.15,0,0.15,,,,,,
NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,54,12,tbd,,989 Sports,E
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01,0.15,,,tbd,,Square Enix,T
Farm Frenzy: Animal Country,DS,2009,Simulation,City Interactive,0.13,0.01,0,0.01,0.15,,,tbd,,City Interactive,E
We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Le Cortex,T
Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15,,,tbd,,SNK Playmore,T
Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,47,8.9,9,Square Enix,T
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,Misc,Game Factory,0.14,0,0,0.01,0.15,,,tbd,,The Game Factory,E
LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.03,0.15,,,2.5,13,TT Games,E10+
The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.14,0,0,0.01,0.15,,,,,,
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15,78,26,8,84,Alfa System,T
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.15,,,,,,
F1 2001,PS2,2001,Racing,Electronic Arts,0.07,0.06,0,0.02,0.15,83,13,8.3,9,EA Sports,E
Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15,83,18,7.8,603,Vigil Games,M
J-League Victory Goal,SAT,1995,Sports,Sega,0,0,0.15,0,0.15,,,,,,
Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0.03,0,0,0.15,59,10,7.1,7,Titus Software,E
Countdown: The Game,DS,2009,Puzzle,Mindscape,0,0.14,0,0.01,0.15,,,,,,
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.15,,,,,,
Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15,,,7.6,7,EA Canada,E10+
History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15,,,,,,
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15,47,26,6.2,10,Visual Concepts,T
Dark Rift,N64,1997,Fighting,Vic Tokai,0.12,0.03,0,0,0.15,,,,,,
Derby Stallion 64,N64,2001,Sports,Media Factory,0,0,0.15,0,0.15,,,,,,
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0,0,0.09,0.06,0.15,,,,,,
Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,0.12,0.03,0,0,0.15,,,,,,
All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15,83,16,8,6,Acclaim,E
Burger Island,Wii,2009,Action,Destineer,0.14,0,0,0.01,0.15,,,tbd,,eGames,E
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01,0.15,,,,,,
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0,0.01,0.15,,,,,,
Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0,0.01,0.15,74,22,7.3,6,Rage Software,T
Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0,0.01,0.15,62,11,tbd,,Razorworks Studios,E
Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,0.14,0,0,0.01,0.15,,,,,,
Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,0.14,0,0,0.01,0.15,,,tbd,,Harmonix Music Systems,T
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,43,5,4.2,6,THQ Australia,E10+
Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85,41,7.6,16,Taito Corporation,E
Tetris Attack,SNES,1995,Puzzle,Nintendo,0,0,0.15,0,0.15,,,,,,
Thor: God of Thunder,Wii,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T
Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,0.14,0,0,0.01,0.15,,,tbd,,Ubisoft Nagoya,E
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15,71,35,8.5,4,Terminal Reality,M
Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15,51,29,6.2,9,Appaloosa Interactive,M
Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15,52,12,6.4,5,Pipe Dream Interactive,T
X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0,0,0.15,50,31,6.3,8,Hypnos,T
The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15,,,,,,
Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,,,
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,40,12,tbd,,Interchannel,E
Chessmaster II,PS,1998,Strategy,Mindscape,0.08,0.06,0,0.01,0.15,,,,,,
All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15,77,6,tbd,,Software Creations,E
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,tbd,,Visual Concepts,E
Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0,0.01,0.15,,,,,,
Winning Post 4,PS,1999,Sports,Tecmo Koei,0,0,0.14,0.01,0.15,,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,
187: Ride or Die,PS2,2005,Racing,Ubisoft,0.07,0.06,0,0.02,0.15,52,33,6.8,12,Ubisoft,M
Dishonored,XOne,2015,Action,Bethesda Softworks,0.09,0.05,0,0.01,0.15,,,,,,
Curious George,GC,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15,,,,,,
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01,0.15,71,20,7.2,171,Gearbox Software,T
eJay Clubworld,PS2,N/A,Misc,Empire Interactive,0.07,0.06,0,0.02,0.15,69,5,8.6,10,UDS,E
Geist,GC,2005,Adventure,Nintendo,0.11,0.03,0,0,0.15,66,43,8.5,23,n-Space,M
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79,54,8.7,208,SNK Playmore,T
Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15,,,,,,
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,0,0.04,0.1,0.01,0.15,60,5,7,8,Bandai Namco Games,T
The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.13,0.01,0,0.01,0.15,54,6,tbd,,Helixe,E10+
Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.04,0,0.02,0.15,,,,,,
Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0.04,0,0,0.15,83,17,7.8,10,Crawfish Interactive,T
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0,0.15,,,,,,
Deponia,PC,2012,Adventure,Daedalic,0,0.13,0,0.02,0.15,74,33,8.2,307,Daedalic Entertainment,
Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,8,60,"Genki, Kojima Productions",T
Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,0.14,0,0,0.01,0.15,63,35,6.7,7,Namco,E
High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15,66,14,8.1,23,SCEA,E10+
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02,0.15,73,16,8.1,7,Warner Bros. Interactive Entertainment,E10+
The Quest Trio,DS,2008,Puzzle,Avanquest,0.13,0,0,0.01,0.15,,,tbd,,Activision,E
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,0,0,0.14,0.01,0.15,,,,,,
Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,39,12,2.5,4,Interchannel,E
Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
Shenmue II,DC,2001,Adventure,Sega,0,0,0.15,0,0.15,88,9,9.4,201,Sega AM2,T
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38,From Software,T
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,0,0,0.15,0,0.15,,,,,,
Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15,,,6.5,4,2K Sports,E
Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0,0.01,0.15,81,23,tbd,,Digital Eclipse,T
Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15,35,15,5,23,Black Ops Entertainment,M
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15,84,30,9.1,14,Radical Entertainment,T
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0,0,0.01,0.15,,,tbd,,Destineer,E
Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,0.11,0.03,0,0,0.15,84,34,8.1,22,Ubisoft,M
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,7.2,12,Ubisoft Romania,T
