Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-4,c-17,c-1,1605,EV,ATL,ISP,795,Y
c-5,c-15,c-1,2232,DL,ATL,IAH,689,N
c-8,c-28,c-7,1029,MQ,LIT,DFW,304,N
c-1,c-14,c-5,1742,DL,JFK,DCA,213,N
c-7,c-24,c-7,1647,AS,LAX,PDX,834,N
c-11,c-24,c-5,901,CO,IAH,PHL,1324,N
c-8,c-26,c-5,1555,WN,BNA,PHX,1448,Y
c-8,c-12,c-6,641,CO,RSW,IAH,861,N
c-5,c-27,c-5,2026,FL,PIT,ATL,526,N
c-2,c-2,c-4,2157,AA,DFW,ELP,551,N
c-7,c-3,c-7,1437,F9,DEN,SLC,391,N
c-2,c-1,c-3,1825,WN,FLL,BWI,925,N
c-3,c-10,c-5,1716,AS,SEA,PHX,1107,Y
c-10,c-20,c-5,1321,NW,TPA,MEM,656,Y
c-1,c-2,c-1,1038,CO,EWR,TPA,998,Y
c-6,c-8,c-4,1015,YV,CID,ORD,196,N
c-8,c-25,c-5,1423,TZ,HNL,ONT,2602,N
c-11,c-10,c-5,1852,US,MSP,PHX,1276,N
c-3,c-17,c-5,755,XE,MSN,CLE,402,N
c-2,c-22,c-2,1635,WN,MDW,SDF,271,N
c-11,c-3,c-4,1138,US,BUF,DCA,296,N
c-2,c-16,c-4,2040,WN,MDW,MHT,838,Y
c-8,c-1,c-1,1926,AA,DFW,ORD,802,N
c-2,c-20,c-7,655,AS,SFO,PSP,421,N
c-7,c-13,c-3,806,UA,ORD,PDX,1739,N
c-11,c-5,c-6,639,B6,EWR,TPA,998,N
c-10,c-25,c-2,1724,CO,IAH,EWR,1400,N
c-8,c-25,c-4,51,B6,DEN,JFK,1626,N
c-7,c-12,c-2,1340,DL,ATL,TPA,406,N
c-12,c-4,c-1,640,AA,SJC,ORD,1829,N
c-3,c-28,c-1,2153,NW,PHL,DTW,453,Y
c-12,c-11,c-1,1026,WN,LAS,OAK,407,N
c-3,c-27,c-1,1726,MQ,DAL,SAT,248,N
c-12,c-25,c-1,1337,AS,SEA,LAS,866,N
c-6,c-25,c-6,555,DL,CLT,ATL,227,N
c-12,c-16,c-6,855,UA,DEN,SNA,846,N
c-5,c-9,c-1,1802,NW,MCI,MSP,393,N
c-2,c-16,c-3,1054,UA,ORD,LGA,733,N
c-2,c-22,c-2,2027,DL,SLC,SFO,599,N
c-8,c-2,c-3,1808,WN,SEA,SJC,697,Y
c-10,c-24,c-2,641,AA,LAX,DEN,862,N
c-5,c-23,c-2,2304,US,SFO,CLT,2296,N
c-12,c-9,c-6,1848,XE,IAH,AEX,190,N
c-7,c-1,c-5,1039,DL,JAN,ATL,341,N
c-9,c-20,c-2,1418,XE,IAH,ICT,542,N
c-8,c-8,c-2,844,OO,DSM,SLC,955,N
c-1,c-16,c-7,730,WN,SJC,SNA,342,N
c-9,c-26,c-2,1638,US,SLC,PHX,507,N
c-3,c-12,c-7,710,DL,EWR,CVG,569,N
c-12,c-28,c-4,913,UA,BOI,DEN,649,N
c-12,c-12,c-2,647,WN,BWI,STL,737,N
c-10,c-29,c-7,1556,WN,MHT,BWI,377,N
c-6,c-4,c-6,1755,AA,MIA,LAX,2342,N
c-9,c-10,c-7,742,MQ,ORD,SYR,607,N
c-10,c-8,c-7,1257,EV,ATL,ILM,377,N
c-5,c-28,c-6,1154,CO,MCO,EWR,938,N
c-2,c-7,c-1,2129,UA,ORD,DEN,888,Y
c-5,c-10,c-3,836,HA,PDX,HNL,2603,N
c-11,c-20,c-1,824,UA,LAS,IAD,2066,N
c-4,c-27,c-4,1138,WN,PHL,PHX,2075,N
c-11,c-15,c-3,1833,US,PHX,LAS,256,N
c-1,c-12,c-4,1006,AA,SJC,DFW,1438,N
c-6,c-18,c-7,1813,CO,CLE,IAH,1091,Y
c-1,c-18,c-3,804,UA,BIL,DEN,455,N
c-6,c-26,c-7,813,AA,ORD,AUS,978,N
c-2,c-7,c-1,1422,TZ,IND,LGA,659,N
c-8,c-28,c-7,1827,US,BWI,PHL,90,N
c-12,c-27,c-3,6,B6,OAK,IAD,2408,Y
c-2,c-28,c-2,2006,EV,ATL,MSN,707,N
c-8,c-18,c-5,1430,WN,HOU,DAL,239,N
c-10,c-11,c-2,1147,OO,LAX,SBA,89,N
c-8,c-20,c-6,2110,TZ,OGG,PHX,2845,N
c-4,c-9,c-7,1655,YV,CLT,ATL,227,Y
c-6,c-22,c-3,1342,XE,LFT,IAH,201,N
c-1,c-19,c-4,1455,AA,OAK,DFW,1456,N
c-6,c-4,c-6,935,OO,TUS,SLC,601,N
c-6,c-7,c-2,1726,XE,IAH,CRP,201,N
c-5,c-16,c-1,714,HP,DTW,LAS,1750,N
c-10,c-11,c-2,1710,UA,PHX,SFO,651,N
c-3,c-1,c-2,1727,HP,PHX,SNA,338,N
c-10,c-14,c-6,1057,AQ,HNL,LIH,102,N
c-7,c-31,c-7,1241,DH,ALB,IAD,325,N
c-3,c-15,c-3,1504,AS,LAX,SEA,954,N
c-7,c-4,c-2,1249,XE,EWR,DTW,487,N
c-8,c-27,c-6,1333,OO,PDX,LAX,834,N
c-10,c-2,c-7,2010,WN,OAK,LAS,407,Y
c-10,c-11,c-2,2209,DL,JFK,LAX,2475,N
c-5,c-20,c-5,1554,WN,LAX,ABQ,677,Y
c-4,c-26,c-3,1705,YV,IAD,ORF,157,N
c-2,c-5,c-6,1236,DL,CVG,DFW,812,N
c-3,c-14,c-2,1241,XE,PIT,IAH,1117,Y
c-3,c-1,c-2,1115,WN,ELP,DAL,562,N
c-9,c-25,c-1,1707,WN,BWI,MHT,377,N
c-10,c-9,c-7,2114,AA,DFW,ATL,732,N
c-3,c-1,c-2,735,WN,LAS,OAK,407,N
c-5,c-6,c-6,2034,MQ,ORD,IAD,589,N
c-12,c-30,c-5,657,NW,FSD,MSP,197,N
c-4,c-2,c-6,808,HP,PHX,SJC,621,N
c-8,c-10,c-4,1545,YV,CLT,RIC,256,N
c-9,c-4,c-1,1849,XE,ROC,EWR,246,N
c-2,c-6,c-1,1018,AS,ANC,SEA,1449,N
c-8,c-15,c-1,1028,NW,SYR,DTW,374,Y
c-11,c-3,c-4,1810,WN,MCI,LAS,1140,N
c-4,c-6,c-3,1045,XE,MHT,EWR,209,N
c-12,c-5,c-2,948,AA,SAN,DFW,1171,N
c-1,c-3,c-2,2059,MQ,ORD,ATL,606,Y
c-8,c-18,c-5,1840,DL,BNA,ATL,214,N
c-1,c-17,c-2,1858,OO,LAX,COS,833,N
c-2,c-12,c-6,1850,FL,LGA,CAK,396,N
c-7,c-10,c-7,1100,HA,ITO,HNL,216,N
c-3,c-20,c-1,1538,MQ,GRK,DFW,134,Y
c-2,c-7,c-2,603,UA,FLL,ORD,1182,N
c-1,c-19,c-4,1357,OH,CVG,IAH,871,N
c-6,c-16,c-5,947,OO,ABE,ORD,654,N
c-9,c-25,c-1,1900,XE,CLE,MDT,280,N
c-3,c-12,c-6,918,NW,ROC,DTW,296,N
c-6,c-6,c-1,922,CO,IAH,MFE,316,N
c-1,c-22,c-7,1505,F9,DEN,MKE,895,N
c-9,c-6,c-3,715,AA,LGA,DFW,1389,N
c-12,c-22,c-4,1900,WN,LAS,OMA,1099,Y
c-7,c-12,c-2,1643,AS,SEA,BOI,399,Y
c-11,c-1,c-2,1700,MQ,ORD,DSM,299,N
c-5,c-30,c-2,1819,OO,SFO,TUS,751,N
c-9,c-21,c-4,556,MQ,TYS,DFW,772,N
c-3,c-29,c-2,2122,OO,ORD,FWA,157,N
c-6,c-25,c-6,939,OO,SAN,LAX,109,N
c-12,c-25,c-1,1244,OO,DEN,SGF,637,Y
c-12,c-21,c-3,1428,HP,PHX,SAN,304,N
c-4,c-10,c-7,635,OO,SFO,EUG,451,N
c-4,c-5,c-2,1945,WN,TPA,ISP,1034,N
c-7,c-29,c-6,1147,NW,MSN,MSP,228,Y
c-7,c-23,c-7,918,OO,TYS,DEN,1162,N
c-7,c-24,c-1,805,US,DTW,PHX,1671,N
c-8,c-30,c-3,1509,AS,SEA,LAS,866,N
c-1,c-20,c-5,627,OO,IAH,DEN,861,N
c-7,c-17,c-7,1755,WN,ONT,OAK,361,Y
c-2,c-10,c-5,1441,XE,IAH,LIT,374,Y
c-2,c-19,c-6,1825,UA,GRR,ORD,137,N
c-1,c-17,c-2,2027,DL,FLL,ATL,581,Y
c-2,c-19,c-6,1500,AS,SEA,SJC,697,N
c-1,c-18,c-3,1055,US,SNA,LAS,226,N
c-5,c-26,c-4,1138,CO,SNA,IAH,1347,N
c-10,c-18,c-2,624,UA,SFO,LAS,414,N
c-10,c-15,c-6,1847,CO,EWR,IAH,1400,N
c-10,c-1,c-6,617,UA,LAX,PDX,834,N
c-12,c-2,c-6,904,WN,OAK,MDW,1844,N
c-10,c-25,c-3,2211,DL,ATL,TLH,223,N
c-5,c-26,c-4,740,WN,MHT,PHL,290,N
c-2,c-13,c-7,1512,MQ,MLI,ORD,139,Y
c-7,c-12,c-2,1820,WN,OKC,HOU,419,N
c-12,c-9,c-5,1744,MQ,MDT,ORD,594,Y
c-2,c-14,c-2,1455,OO,SLC,TWF,175,N
c-7,c-19,c-3,1355,OO,SBA,SLC,615,Y
c-3,c-28,c-1,2144,WN,OAK,LAX,337,N
c-2,c-13,c-1,1216,DL,SFO,ATL,2139,N
c-6,c-5,c-7,1711,AA,ORD,BWI,622,Y
c-6,c-17,c-5,1153,AA,LGA,STL,887,N
c-12,c-8,c-4,1050,WN,MHT,LAS,2356,N
c-6,c-17,c-5,1328,AS,KTN,SEA,680,Y
c-1,c-5,c-4,707,NW,MSP,MDW,349,N
c-10,c-29,c-6,915,WN,SJC,SAN,417,N
c-10,c-12,c-4,917,AA,SEA,JFK,2421,N
c-2,c-23,c-3,555,OH,JAX,CVG,614,N
c-8,c-9,c-3,1621,AA,MIA,DCA,920,N
c-8,c-6,c-7,734,XE,BPT,IAH,79,N
c-3,c-20,c-1,1355,WN,PHX,ABQ,328,N
c-9,c-30,c-5,1840,WN,MCO,ALB,1073,N
c-11,c-14,c-2,2108,CO,IAH,OKC,395,N
c-9,c-12,c-1,1840,WN,FLL,MCO,178,N
c-1,c-20,c-4,2100,MQ,RDU,BOS,612,Y
c-1,c-8,c-7,2459,EV,ATL,JAN,341,Y
c-9,c-8,c-4,1707,OH,HVN,CVG,642,N
c-4,c-12,c-2,1327,EV,PFN,ATL,247,N
c-1,c-13,c-5,1311,OO,SLC,SAT,1086,N
c-9,c-1,c-4,1645,UA,DEN,ORD,888,N
c-2,c-16,c-4,2145,MQ,LAX,FAT,209,Y
c-7,c-9,c-7,659,AA,LAX,JFK,2475,N
c-3,c-30,c-3,1854,CO,IAH,LGA,1416,N
c-1,c-24,c-1,757,AS,SEA,PSP,987,N
c-3,c-12,c-6,1205,XE,GPT,IAH,376,N
c-4,c-11,c-1,650,WN,ABQ,PHX,328,N
c-2,c-20,c-7,1554,DL,SNA,SLC,588,Y
c-9,c-14,c-3,1753,F9,DEN,LAX,862,N
c-7,c-3,c-7,1330,WN,OAK,BUR,325,N
c-4,c-12,c-2,1925,AA,SFO,OGG,2338,N
c-1,c-15,c-6,716,MQ,SGF,DFW,364,Y
c-5,c-2,c-2,1933,OO,SLC,COS,410,N
c-6,c-18,c-7,859,UA,BWI,ORD,622,N
c-8,c-11,c-4,820,EV,ATL,PIA,564,N
c-3,c-25,c-5,803,B6,JFK,MCO,944,N
c-3,c-5,c-6,735,OH,BOS,CVG,752,N
c-6,c-9,c-5,1612,DL,PHX,SLC,507,N
c-9,c-5,c-1,808,OO,SLC,GJT,217,N
c-1,c-20,c-5,653,NW,MEM,GPT,324,Y
c-3,c-4,c-6,1322,CO,PDX,IAH,1825,N
c-2,c-23,c-3,1820,OH,DCA,CHS,444,N
c-1,c-5,c-4,1828,AA,MIA,EWR,1086,Y
c-3,c-6,c-1,801,HA,HNL,OGG,100,N
c-4,c-25,c-1,1638,OO,MSO,SLC,436,N
c-3,c-5,c-7,1412,UA,JFK,SFO,2586,N
c-4,c-30,c-7,1740,WN,SMF,LAS,397,Y
c-2,c-9,c-3,2159,OH,CVG,JFK,589,N
c-3,c-31,c-5,845,WN,SNA,OAK,371,N
c-2,c-11,c-6,1525,MQ,SBA,LAX,89,N
c-5,c-7,c-6,1358,UA,PHX,ORD,1440,N
c-3,c-10,c-5,954,DL,MSY,ATL,425,N
c-8,c-18,c-5,1011,DL,PBI,ATL,545,N
c-4,c-13,c-4,1514,WN,SMF,BUR,358,N
c-9,c-29,c-4,1115,OH,PIT,JFK,340,N
c-11,c-6,c-7,2337,FL,LGA,CAK,396,Y
c-2,c-13,c-7,1230,WN,PHX,SLC,507,N
c-4,c-8,c-6,125,UA,SFO,PHL,2521,Y
c-1,c-1,c-7,1854,CO,MCO,IAH,853,Y
c-5,c-21,c-6,1307,UA,SFO,LIH,2447,N
c-4,c-8,c-5,1623,CO,EWR,PHX,2133,N
c-11,c-26,c-7,903,WN,PHX,LAX,370,N
c-6,c-10,c-6,605,OH,RIC,CVG,413,N
c-4,c-24,c-7,1406,OO,EUG,DEN,997,N
c-3,c-24,c-4,1652,OH,CVG,DTW,229,Y
c-12,c-31,c-7,1201,MQ,MDT,ORD,594,Y
c-5,c-8,c-1,1245,US,CLT,PHL,448,N
c-8,c-18,c-5,1559,UA,LAX,ORD,1745,N
c-5,c-26,c-5,1244,WN,SAN,SJC,417,N
c-6,c-14,c-3,1259,AA,DFW,STL,551,N
c-4,c-18,c-1,1859,XE,IAH,MOB,427,N
c-12,c-14,c-4,1840,XE,MCO,IAH,853,Y
c-12,c-5,c-2,641,WN,OKC,MCI,313,N
c-10,c-30,c-7,2004,MQ,DFW,SGF,364,N
c-1,c-8,c-7,630,WN,MCO,MSY,550,N
c-2,c-7,c-2,1725,OH,JFK,ORF,289,N
c-3,c-30,c-3,1437,XE,IAH,LIT,374,N
c-12,c-24,c-7,2201,DL,LAX,BDL,2527,N
c-7,c-11,c-2,1328,WN,ISP,MDW,765,Y
c-5,c-31,c-3,1619,B6,JFK,MCO,944,N
c-9,c-30,c-5,1311,OO,SFO,BOI,522,N
c-6,c-18,c-6,638,CO,LGA,CLE,418,N
c-7,c-12,c-3,1659,NW,DTW,IND,231,N
c-5,c-1,c-1,1106,MQ,SBA,LAX,89,N
c-1,c-15,c-6,1818,OO,LAX,MRY,267,N
c-11,c-24,c-5,1448,AS,SEA,ANC,1449,N
c-9,c-22,c-4,1209,WN,ELP,MAF,246,Y
c-5,c-3,c-3,1122,US,SEA,PHL,2378,N
c-12,c-2,c-5,2235,EV,ATL,HOU,696,N
c-4,c-18,c-2,735,EV,HPN,ATL,780,Y
c-12,c-5,c-1,1243,B6,SJU,JFK,1597,N
c-5,c-18,c-3,944,AA,BOS,SJU,1674,N
c-1,c-2,c-7,1835,WN,SNA,SMF,404,Y
c-8,c-27,c-7,1815,AS,ANC,FAI,261,Y
c-4,c-3,c-7,1309,AS,PDX,DEN,992,N
c-6,c-18,c-6,1621,US,EWR,CLT,529,N
c-2,c-21,c-1,2015,OH,CVG,ISP,626,Y
c-10,c-14,c-6,1217,XE,EWR,SYR,194,N
c-3,c-23,c-3,1047,MQ,DFW,CLE,1021,N
c-10,c-5,c-3,1456,FL,PHF,LGA,288,N
c-3,c-27,c-1,1516,DL,ATL,LAS,1747,N
c-2,c-15,c-3,1916,CO,EWR,PBI,1024,N
c-2,c-2,c-4,734,CO,EWR,FLL,1065,N
c-3,c-29,c-2,1641,EV,ATL,HOU,696,N
c-12,c-14,c-3,1905,WN,BNA,LAX,1797,N
c-10,c-17,c-2,739,WN,SLC,PHX,507,N
c-5,c-24,c-2,2045,EV,AVL,CVG,275,N
c-8,c-27,c-6,741,AS,OAK,SEA,671,N
c-8,c-11,c-4,2230,WN,LAS,PHX,256,N
c-11,c-2,c-3,1200,CO,EWR,PHX,2133,N
c-11,c-9,c-3,858,OH,CVG,EVV,170,N
c-6,c-16,c-4,1812,MQ,MAF,DFW,309,Y
c-3,c-17,c-5,2045,WN,OAK,SAN,446,N
c-12,c-14,c-3,610,WN,ONT,LAS,197,N
c-10,c-19,c-4,1630,YV,PHX,PSP,261,N
c-4,c-3,c-7,1114,B6,FLL,JFK,1069,Y
c-8,c-21,c-7,1510,EV,ABY,ATL,146,Y
c-12,c-20,c-3,1530,OH,DFW,CVG,812,N
c-4,c-20,c-4,2209,UA,LAX,IAD,2288,N
c-6,c-26,c-7,1101,DL,BOS,MCO,1121,N
c-1,c-11,c-3,1055,MQ,GGG,DFW,140,N
c-4,c-9,c-6,916,DH,IAD,HSV,595,N
c-1,c-12,c-4,1713,DL,DCA,SLC,1851,N
c-3,c-22,c-2,1955,US,CLT,MYR,156,N
c-5,c-23,c-1,1706,DL,SLC,MSP,991,N
c-2,c-16,c-3,2150,WN,ABQ,PHX,328,Y
c-12,c-9,c-5,1037,UA,SFO,SAN,447,N
c-9,c-11,c-1,1630,OH,CVG,BNA,230,N
c-7,c-6,c-3,1834,OO,SLC,DEN,391,N
c-6,c-21,c-2,2037,AS,FAI,ANC,261,Y
c-11,c-1,c-3,1627,HA,OGG,HNL,100,N
c-6,c-14,c-2,1225,WN,LAX,BNA,1797,N
c-5,c-31,c-2,1237,DH,IAD,PVD,372,N
c-8,c-4,c-4,2039,MQ,ORD,MDT,594,N
c-9,c-25,c-7,1705,WN,PHX,BWI,1999,N
c-4,c-13,c-3,1700,AA,JAX,DFW,919,N
c-2,c-16,c-3,850,OO,DEN,GJT,212,N
c-3,c-16,c-3,623,US,FLL,CLT,631,N
c-9,c-9,c-5,1314,AA,OKC,DFW,175,Y
c-6,c-24,c-6,1555,NW,MCO,MEM,683,N
c-7,c-9,c-7,2148,US,CLT,ALB,646,N
c-6,c-29,c-3,1006,OH,CVG,EVV,170,Y
c-2,c-8,c-3,1907,NW,IND,MSP,503,N
c-10,c-16,c-7,2107,WN,DAL,HOU,239,N
c-9,c-21,c-4,814,YV,ORD,MEM,491,N
c-7,c-16,c-7,1742,WN,JAN,HOU,359,Y
c-11,c-3,c-5,1146,AS,SEA,SNA,978,N
c-6,c-27,c-2,930,YV,HNL,LIH,102,N
c-5,c-31,c-2,1928,DH,IAD,MCO,758,N
c-1,c-19,c-4,2054,FL,ATL,IAD,533,N
c-8,c-15,c-2,1319,US,ILM,CLT,185,Y
c-3,c-18,c-6,1139,XE,EWR,SDF,642,N
c-8,c-28,c-7,1449,OH,ATL,MKE,669,N
c-6,c-14,c-2,1232,DL,PIT,ATL,526,N
c-1,c-15,c-6,845,WN,RDU,BWI,255,N
c-2,c-19,c-7,1340,WN,RSW,MDW,1105,Y
c-9,c-30,c-5,939,AA,PHL,SJU,1576,N
c-4,c-3,c-7,1224,XE,CLE,ORF,435,N
c-8,c-3,c-4,1546,DL,MCO,JFK,944,N
c-3,c-16,c-4,917,AA,ORD,LAS,1515,N
c-9,c-7,c-3,1711,AA,EWR,LAX,2454,N
c-11,c-3,c-4,1302,AS,SEA,SNA,978,N
c-1,c-26,c-3,928,EV,MCN,ATL,79,Y
c-7,c-11,c-2,1949,NW,MEM,DFW,432,N
c-12,c-23,c-6,2055,US,PIT,LGA,335,Y
c-6,c-5,c-1,1354,MQ,DFW,ICT,328,Y
c-7,c-24,c-7,1138,US,DCA,PWM,482,N
c-4,c-1,c-5,710,WN,HOU,MDW,937,N
c-7,c-9,c-6,639,AS,SEA,SNA,978,N
c-12,c-9,c-5,901,F9,TPA,DEN,1506,N
c-10,c-17,c-1,646,UA,ORD,BOS,867,N
c-11,c-21,c-1,1308,HP,DEN,PHX,602,N
c-12,c-8,c-5,1718,DL,MCO,SLC,1929,N
c-9,c-18,c-1,1153,AA,DFW,LAX,1235,N
c-6,c-19,c-7,1418,AA,LGA,MIA,1097,N
c-8,c-31,c-3,1444,DL,GSP,ATL,153,N
c-3,c-30,c-4,828,DL,ATL,LGA,761,N
c-4,c-18,c-2,1103,XE,GSP,EWR,594,N
c-1,c-4,c-3,1135,MQ,DFW,LBB,282,N
c-7,c-25,c-2,1537,TZ,LGA,HOU,1428,N
c-4,c-11,c-1,1204,NW,DTW,LAN,74,N
c-9,c-30,c-6,1002,UA,LGA,DEN,1619,N
c-11,c-19,c-6,715,EV,ATL,BWI,576,N
c-7,c-4,c-1,1520,F9,LAS,DEN,629,N
c-1,c-26,c-4,654,OH,ORF,BOS,468,N
c-2,c-21,c-2,2309,NW,HNL,LAX,2556,N
c-5,c-19,c-5,1234,DL,ATL,SAN,1891,N
c-10,c-18,c-2,1955,WN,LAS,MDW,1521,Y
c-5,c-17,c-3,947,AA,TPA,SJU,1237,N
c-1,c-29,c-6,1740,UA,IAD,SJC,2400,N
c-8,c-26,c-6,1704,AA,DFW,ICT,328,N
c-11,c-2,c-3,757,OH,SBN,CVG,203,N
c-7,c-31,c-7,555,MQ,CLT,LGA,544,N
c-9,c-21,c-3,1545,UA,ORD,DTW,235,N
c-8,c-3,c-3,1524,OH,JFK,ORF,289,N
c-8,c-17,c-3,1915,WN,LAX,MDW,1750,N
c-5,c-31,c-2,1336,DL,JFK,FLL,1069,N
c-9,c-1,c-4,1107,MQ,BOS,RDU,612,Y
c-11,c-27,c-7,850,WN,HOU,JAN,359,N
c-7,c-6,c-4,2005,AA,AUS,ORD,978,Y
c-6,c-22,c-3,1255,AS,ANC,SEA,1449,Y
c-2,c-11,c-5,1639,DL,SLC,DFW,988,N
c-3,c-14,c-2,700,EV,FWA,ATL,508,N
c-5,c-8,c-1,2222,US,OGG,PHX,2845,N
c-8,c-19,c-5,1208,WN,SEA,PHX,1107,N
c-6,c-23,c-4,1105,WN,PHL,MCO,861,N
c-1,c-19,c-4,1803,DL,SFO,HNL,2398,N
c-1,c-16,c-7,943,HP,PHX,DEN,602,N
c-11,c-18,c-6,1615,NW,LIT,MEM,129,N
c-12,c-9,c-5,1706,OH,ATL,MSY,425,N
c-9,c-27,c-3,1950,OH,CVG,GRR,268,N
c-10,c-23,c-7,826,OO,SLC,ABQ,493,N
c-4,c-30,c-7,703,CO,EWR,SJU,1608,N
c-11,c-20,c-1,830,MQ,DFW,SDF,733,N
c-6,c-14,c-3,1808,OO,MFR,SFO,329,N
c-6,c-30,c-5,1121,US,PDX,PHX,1009,N
c-6,c-16,c-5,2230,US,SFO,PIT,2254,N
c-9,c-18,c-1,2026,AA,SFO,LAX,337,N
c-4,c-26,c-2,707,B6,FLL,JFK,1069,N
c-11,c-8,c-3,1034,XE,IAH,SAV,851,N
c-11,c-13,c-7,2014,OO,DEN,CPR,230,N
c-8,c-28,c-1,847,US,DCA,BOS,399,N
c-5,c-18,c-4,1720,NW,DTW,MDW,229,N
c-10,c-2,c-1,2244,DL,ATL,PHL,665,N
c-6,c-18,c-7,1044,XE,IAH,GRR,1042,N
c-2,c-19,c-6,1410,OO,TYR,IAH,163,N
c-10,c-15,c-6,1056,AS,DEN,SEA,1024,N
c-2,c-9,c-3,807,DL,BOS,FLL,1237,N
c-8,c-29,c-2,930,US,SMF,LAS,397,N
c-4,c-6,c-3,1556,US,CLT,IAH,913,N
c-1,c-29,c-7,1502,US,TPA,PIT,873,N
c-5,c-28,c-6,825,DL,ATL,PHX,1587,N
c-12,c-2,c-5,1050,WN,AUS,LAS,1090,N
c-6,c-4,c-6,1915,AS,SEA,BUR,937,Y
c-3,c-9,c-4,2030,OH,CVG,GSO,330,N
c-4,c-23,c-7,933,WN,LAS,PHX,256,N
c-12,c-22,c-4,2215,OO,ORD,DAY,240,Y
c-2,c-25,c-5,809,CO,EWR,RSW,1068,N
c-9,c-21,c-3,1310,CO,EWR,MCO,938,N
c-12,c-14,c-4,1532,WN,LAS,HOU,1235,N
c-6,c-11,c-7,2128,B6,OAK,JFK,2576,N
c-11,c-3,c-4,1110,FL,PHL,BOS,280,N
c-7,c-23,c-7,1840,OH,CHO,CVG,342,N
c-1,c-12,c-3,1844,XE,CLE,BDL,475,N
c-2,c-9,c-4,755,WN,MCO,BHM,478,N
c-6,c-13,c-1,836,HP,ORD,LAS,1515,N
c-9,c-29,c-4,2126,US,PHL,BOS,280,N
c-12,c-16,c-5,1830,OH,JFK,STL,892,Y
c-3,c-25,c-5,1331,NW,MSP,IAH,1034,N
c-1,c-7,c-5,901,XE,PIT,EWR,319,N
c-10,c-4,c-3,754,DL,BDL,PBI,1133,N
c-12,c-25,c-7,1800,CO,EWR,CLE,404,N
c-11,c-16,c-3,1602,UA,DEN,DFW,641,N
c-1,c-15,c-6,1656,DL,CVG,HDN,1202,Y
c-6,c-29,c-4,724,AA,ORD,PHX,1440,N
c-12,c-12,c-1,648,AA,LAX,STL,1593,N
c-5,c-2,c-1,1149,UA,ORD,STL,258,N
c-10,c-12,c-3,808,EV,ATL,SDF,321,N
c-7,c-6,c-4,715,WN,MCO,MDW,989,N
c-10,c-10,c-1,1241,DH,IAD,EWR,213,N
c-11,c-15,c-2,2229,XE,CLE,DAY,162,Y
c-11,c-23,c-3,1531,OO,CPR,SLC,320,N
c-11,c-30,c-3,1144,OH,ROC,ATL,749,N
c-5,c-13,c-6,1250,AA,ORD,BOS,867,N
c-1,c-24,c-1,1422,HP,PHX,SEA,1107,N
c-6,c-21,c-3,1714,UA,DEN,MCO,1545,Y
c-1,c-15,c-7,742,AA,TPA,SJU,1237,N
c-12,c-4,c-7,1129,CO,IAH,PHL,1324,Y
c-7,c-16,c-7,857,MQ,DFW,LBB,282,N
c-5,c-26,c-5,1737,YV,DEN,COD,392,N
c-12,c-23,c-6,1515,AS,ANC,ADQ,252,N
c-11,c-12,c-7,1415,YV,TUS,PHX,110,N
c-5,c-2,c-1,1922,NW,DTW,SFO,2079,N
c-5,c-19,c-5,1745,HA,LIH,HNL,102,N
c-4,c-5,c-3,703,OO,SEA,PDX,129,N
c-10,c-24,c-2,852,OO,SFO,MRY,77,N
c-7,c-1,c-5,1412,UA,LAX,SFO,337,N
c-11,c-15,c-3,1656,B6,RDU,BOS,612,N
c-2,c-9,c-4,1954,UA,FLL,IAD,901,N
c-9,c-1,c-4,1712,OH,ATL,BUF,712,N
c-6,c-15,c-3,1943,NW,MEM,MCO,683,N
c-12,c-30,c-6,1242,MQ,RDU,JFK,426,N
c-3,c-17,c-5,1615,WN,STL,ABQ,934,N
c-10,c-27,c-5,958,DL,ATL,SDF,321,N
c-7,c-23,c-6,531,HA,HNL,KOA,163,N
c-5,c-8,c-1,1907,NW,DTW,FNT,56,N
c-4,c-17,c-1,725,XE,IAH,PHX,1009,N
c-4,c-3,c-7,1920,WN,LAX,RNO,390,Y
c-6,c-12,c-1,645,EV,FAY,ATL,331,N
c-1,c-27,c-4,1732,NW,LAX,DTW,1979,N
c-11,c-1,c-2,1703,AA,MCO,STL,880,N
c-5,c-3,c-3,658,NW,MSP,MDW,349,N
c-1,c-16,c-7,622,NW,DCA,DTW,405,N
c-7,c-9,c-7,755,DL,CVG,ATL,373,N
c-9,c-30,c-5,1217,XE,JAN,IAH,351,N
c-7,c-15,c-5,1405,WN,SMF,BUR,358,N
c-12,c-11,c-1,1611,UA,ORD,CLT,599,N
c-1,c-9,c-1,1048,UA,ORD,CLE,316,N
c-5,c-31,c-3,1746,US,FLL,LGA,1076,N
c-3,c-28,c-1,723,XE,PHL,EWR,81,Y
c-2,c-20,c-1,1848,WN,PHX,LAX,370,Y
c-3,c-29,c-2,1300,NW,MSP,DTW,528,N
c-7,c-27,c-3,1024,MQ,CMH,ORD,296,Y
c-2,c-3,c-4,1447,XE,MSY,CLE,917,N
c-7,c-6,c-3,606,EV,GSP,ATL,153,N
c-11,c-17,c-4,856,MQ,ORD,RST,268,N
c-10,c-23,c-1,556,B6,BOS,JFK,187,N
c-3,c-24,c-5,1116,OO,SLC,LAX,590,N
